"dataset","method","classifier","TP_mean","TP_sd","TN_mean","TN_sd","FP_mean","FP_sd","FN_mean","FN_sd","Sensitivity_mean","Sensitivity_sd","Specificity_mean","Specificity_sd","Precision_mean","Precision_sd","F1_mean","F1_sd","Gmean_mean","Gmean_sd","BalancedAccuracy_mean","BalancedAccuracy_sd","MCC_mean","MCC_sd","AUPRC_mean","AUPRC_sd","AUROC_mean","AUROC_sd","runtime_seconds_mean","runtime_seconds_sd","n_train_original_mean","n_train_original_sd","n_train_final_mean","n_train_final_sd"
"credit_data","borderline_smote","knn",176.44,2.2561028345357,525.52,3.8310137909784,86.28,3.49428104193123,19.56,2.2561028345357,0.900204081632653,0.0115107287476311,0.858970896279543,0.0057773386680449,0.671681416301565,0.0092243430648497,0.769284550275229,0.00823578118826945,0.879323050071646,0.00623424389331926,0.879587488956098,0.00632663379223829,NA,NA,0.934804819457126,0.00422730771784,0.968566356003549,0.00207859766181839,0.0819912815093994,0.0123564290263142,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","borderline_smote","logit",136.48,0.77028133388609,504.88,2.00665559243899,106.92,1.75404294892305,59.52,0.77028133388609,0.696326530612245,0.0039300068055413,0.825236273385122,0.00290499348975626,0.560747073577294,0.00410768841080965,0.621215527583483,0.0032512618303349,0.758041607400024,0.00237640868131269,0.760781401998683,0.00228822677253022,NA,NA,0.610246806451609,0.00105854126857442,0.831806495272186,0.000716258751674251,0.0819912815093994,0.0123564290263142,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","borderline_smote","rf",194.8,0.645497224367903,611.56,1.08320512061813,0.24,0.435889894354067,1.2,0.645497224367903,0.993877551020408,0.00329335318555054,0.999607201309329,0.000713404082412535,0.998778618046203,0.00221829299406148,0.99631606625647,0.00130018336888486,0.996736533533576,0.00145669670645364,0.996742376164869,0.00145193933103198,NA,NA,0.999971395608931,2.25408297838052e-05,0.999990824474133,7.2268642360659e-06,0.0819912815093994,0.0123564290263142,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","borderline_smote","svm_rbf",194.68,0.988264472024906,610,0.957427107756338,1.8,0.408248290463863,1.32,0.988264472024906,0.993265306122449,0.00504216567359647,0.997057643703798,0.000667957532164357,0.990850279340374,0.00204160977663536,0.992045399434428,0.00187546459125108,0.995155908818664,0.00228482835121233,0.995161474913124,0.00227602923420935,NA,NA,0.999245836043767,0.00193729319827707,0.999841327638797,0.000328008043023184,0.0819912815093994,0.0123564290263142,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","borderline_smote","xgb",196,0,0,0,611.8,0.763762615825973,0,0,1,0,0,0,0.242634523583504,0.000229334464519416,0.3905162560326,0.000297056696889957,0,0,0.5,0,NA,NA,0.242634523583504,0.000229334464519422,0.5,0,0.0819912815093994,0.0123564290263142,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","da_smote","knn",191.64,1.52424844868982,515.08,2.62868788561898,96.72,3.0347981810987,4.36,1.52424844868982,0.977755102040816,0.00777677779943789,0.841912580733027,0.00484151471566482,0.664645484121223,0.00750983908793054,0.791331875211801,0.00669503971266616,0.90728610642548,0.00476726206708353,0.909833841386922,0.00488707067805321,NA,NA,0.951023844561938,0.00503243707375396,0.979038048253248,0.00216654677379778,0.0596256256103516,0.0134242466241718,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","da_smote","logit",135.04,0.734846922834954,496.8,1.47196014438797,115,1.15470053837925,60.96,0.734846922834953,0.688979591836735,0.00374921899405589,0.812029473513159,0.00193486871719126,0.540080622575436,0.00305869465112325,0.605507139685369,0.00302150432174218,0.747975721759549,0.00237230212369887,0.750504532674947,0.00226981996161657,NA,NA,0.594749423743471,0.000929910069775328,0.825234422020393,0.000488237294582734,0.0596256256103516,0.0134242466241718,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","da_smote","rf",195.24,0.522812904711937,611.44,1.00332779621949,0.36,0.489897948556636,0.76,0.522812904711937,0.996122448979592,0.00266741277914252,0.999411336820598,0.00080106953548999,0.99817051693774,0.00248961983973703,0.997139713481962,0.000848211024519137,0.997764197923497,0.00104983913013653,0.997766892900095,0.00104772261180905,NA,NA,0.999983882872995,8.63355911373852e-06,0.999994830440949,2.76209269894696e-06,0.0596256256103516,0.0134242466241718,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","da_smote","svm_rbf",195,0.707106781186548,609.36,0.907377172587747,2.44,0.58309518948453,1,0.707106781186548,0.994897959183674,0.00360768765911504,0.996011890673774,0.000952816907665118,0.987647949655646,0.00292993899658473,0.991255576104598,0.00255550662775149,0.995453255090777,0.0019589383621045,0.995454924928724,0.00195693591349355,NA,NA,0.997347702307189,0.00324125143750455,0.999492470764971,0.000560058487217369,0.0596256256103516,0.0134242466241718,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","da_smote","xgb",196,0,0,0,611.8,0.763762615825973,0,0,1,0,0,0,0.242634523583504,0.000229334464519416,0.3905162560326,0.000297056696889957,0,0,0.5,0,NA,NA,0.242634523583504,0.000229334464519422,0.5,0,0.0596256256103516,0.0134242466241718,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","da_smote_penn","knn",191,1.52752523165195,510.04,4.73004580668447,101.76,4.49332838773219,5,1.52752523165195,0.974489795918367,0.00779349607985688,0.83366883692805,0.00739364770332803,0.652539543194454,0.0110363489503704,0.781627483387897,0.00960936728337372,0.901324928790099,0.0064940032140072,0.904079316423208,0.00648443260801157,NA,NA,0.792391175827474,0.00984002110442918,0.950988093125076,0.0030279738017325,0.247812643051147,0.00748889329689554,3231.2,0.763762615825974,4685.44,6.28543289413439
"credit_data","da_smote_penn","logit",137.76,1.16476034731041,484.68,2.42761886080442,127.12,2.45492701860293,58.24,1.16476034731041,0.702857142857143,0.00594265483321636,0.792220287664205,0.00397048541511924,0.520118590073817,0.00513720595269489,0.597819881589414,0.00460574994406411,0.74619299989407,0.00355067321976674,0.747538715260674,0.00345556098596315,NA,NA,0.599351358853884,0.00238135530650948,0.827520233480953,0.00067834053082179,0.247812643051147,0.00748889329689554,3231.2,0.763762615825974,4685.44,6.28543289413439
"credit_data","da_smote_penn","rf",195.12,0.6,592.64,2.4644133852366,19.16,2.51130776024498,0.88,0.6,0.995510204081633,0.00306122448979591,0.968683576022991,0.00409877625874762,0.910714115658065,0.0107233406259261,0.951187293889353,0.00552326813918783,0.982001011314854,0.00210354646279622,0.982096890052312,0.00209311712933364,NA,NA,0.974100656776185,0.0088513334918199,0.994906027269059,0.00115183452610928,0.247812643051147,0.00748889329689554,3231.2,0.763762615825974,4685.44,6.28543289413439
"credit_data","da_smote_penn","svm_rbf",194.96,0.675771164423776,593.52,2.02319878739914,18.28,2.05182845286832,1.04,0.675771164423776,0.99469387755102,0.00344781206338662,0.970121805433686,0.00334595007240299,0.914355859152049,0.00882317926359497,0.952810816434321,0.0050720640256043,0.982328163932173,0.0023874411734807,0.982407841492353,0.00238844115662026,NA,NA,0.95439480735241,0.0127320113749124,0.995841919681806,0.00122714473484714,0.247812643051147,0.00748889329689554,3231.2,0.763762615825974,4685.44,6.28543289413439
"credit_data","da_smote_penn","xgb",196,0,0,0,611.8,0.763762615825973,0,0,1,0,0,0,0.242634523583504,0.000229334464519416,0.3905162560326,0.000297056696889957,0,0,0.5,0,NA,NA,0.242634523583504,0.000229334464519422,0.5,0,0.247812643051147,0.00748889329689554,3231.2,0.763762615825974,4685.44,6.28543289413439
"credit_data","ld_smote","knn",184.12,2.16641024123626,521.32,4.3081318457076,90.48,4.51958700178088,11.88,2.16641024123626,0.939387755102041,0.0110531134756952,0.852111451238031,0.00732471015764713,0.670657023438674,0.0115249460549179,0.782536066847676,0.00958297449772377,0.894664094064172,0.00663728883558794,0.895749603170036,0.00674939370989567,NA,NA,0.93379441431056,0.00480718654666838,0.969910995291321,0.00251911904978303,0.0450262451171875,0.00748036760613595,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","ld_smote","logit",141.2,0.707106781186548,496.56,1.26095202129185,115.24,1.05198225587063,54.8,0.707106781186547,0.720408163265306,0.00360768765911505,0.811637636866359,0.0017205563456684,0.550621374053214,0.00293007586806419,0.624172091201404,0.00298147445758854,0.764661537995937,0.00232255059224818,0.766022900065832,0.00225176987488984,NA,NA,0.606106307340408,0.00143333416398084,0.82756884872335,0.000358330141198107,0.0450262451171875,0.00748036760613595,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","ld_smote","rf",195.68,0.476095228569523,611.08,0.90921211313239,0.72,0.458257569495584,0.32,0.476095228569523,0.998367346938775,0.00242905728861999,0.998823100130444,0.000749062306217857,0.996344141717601,0.00232684557587978,0.997349525937159,0.000510777334545851,0.998594022616509,0.000889215648614648,0.99859522353461,0.000888005099600309,NA,NA,0.999979717887369,1.19289761900812e-05,0.999993494936753,3.82251242139993e-06,0.0450262451171875,0.00748036760613595,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","ld_smote","svm_rbf",195.92,0.276887462097269,609.52,0.822597511950204,2.28,0.458257569495584,0.08,0.276887462097269,0.999591836734694,0.00141269113314932,0.996273435553592,0.000748127061061889,0.988502065266599,0.00227697324347862,0.994013999734151,0.00123819919302645,0.99793090289261,0.000736191389233255,0.997932636144143,0.000736156641364433,NA,NA,0.998591396922362,0.00234000778875072,0.999706116311973,0.000437575586009089,0.0450262451171875,0.00748036760613595,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","ld_smote","xgb",196,0,0,0,611.8,0.763762615825973,0,0,1,0,0,0,0.242634523583504,0.000229334464519416,0.3905162560326,0.000297056696889957,0,0,0.5,0,NA,NA,0.242634523583504,0.000229334464519422,0.5,0,0.0450262451171875,0.00748036760613595,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","penn","knn",115,0,576.8,0.763762615825973,35,0,81,0,0.586734693877551,0,0.942791676458556,7.13881877560712e-05,0.766666666666667,0,0.664739884393064,0,0.743753040273476,2.81583128901417e-05,0.764763185168054,3.56940938780113e-05,NA,NA,0.759079904419335,0,0.917994453419127,0.000102331741151481,0.164345073699951,0.0461236993978815,3231.2,0.763762615825974,3216.2,0.763762615825974
"credit_data","penn","logit",78,0,575.8,0.763762615825973,36,0,118,0,0.397959183673469,0,0.941157152928801,7.34278502634055e-05,0.68421052631579,0,0.503225806451613,0,0.611998473642578,2.38735047811101e-05,0.669558168301135,3.67139251317027e-05,NA,NA,0.606062873973613,0.000146408895265218,0.829221784247902,4.39001414455703e-05,0.164345073699951,0.0461236993978815,3231.2,0.763762615825974,3216.2,0.763762615825974
"credit_data","penn","rf",193.04,1.20692446601544,609.8,0.763762615825973,2,0,2.96,1.20692446601545,0.984897959183674,0.00615777788783392,0.996730952940489,4.07932501464443e-06,0.989745316692305,6.33789244544942e-05,0.987306620285083,0.00312366109077907,0.990792146512506,0.00309637463548201,0.990814456062081,0.00307890814456642,NA,NA,0.998441538380769,0.000555950126082472,0.999540165266777,0.000156480558771656,0.164345073699951,0.0461236993978815,3231.2,0.763762615825974,3216.2,0.763762615825974
"credit_data","penn","svm_rbf",190.88,0.971253485622231,609.8,0.763762615825973,2,0,5.12,0.971253485622231,0.973877551020408,0.00495537492664404,0.996730952940489,4.07932501464443e-06,0.989630606449086,5.21535594222474e-05,0.981684915672672,0.00254181182060761,0.985234931631949,0.00250566579320971,0.985304251980449,0.00247750525788434,NA,NA,0.99944778559658,0,0.999820702776073,2.23738489391699e-07,0.164345073699951,0.0461236993978815,3231.2,0.763762615825974,3216.2,0.763762615825974
"credit_data","penn","xgb",196,0,0,0,611.8,0.763762615825973,0,0,1,0,0,0,0.242634523583504,0.000229334464519416,0.3905162560326,0.000297056696889957,0,0,0.5,0,NA,NA,0.242634523583504,0.000229334464519422,0.5,0,0.164345073699951,0.0461236993978815,3231.2,0.763762615825974,3216.2,0.763762615825974
"credit_data","smote","knn",192.28,1.79164728671689,515.08,3.17437657921468,96.72,3.23419232575925,3.72,1.79164728671689,0.981020408163265,0.00914105758529027,0.841910124231746,0.00524975713173749,0.66539890773996,0.00734973363143518,0.792923533535604,0.00635998996530713,0.908791727542049,0.00471305229282073,0.911465266197505,0.00489747755400138,NA,NA,0.960686237205662,0.00642418714328726,0.982908384153855,0.00295502026199293,0.04249755859375,0.0151679426122171,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","smote","logit",138.12,0.725718035235908,494.6,2.10158670215308,117.2,2.34520787991172,57.88,0.725718035235908,0.70469387755102,0.00370264303691786,0.808435978946997,0.00372735761325529,0.541008465386128,0.00510044481418666,0.612083468280421,0.00383024233993073,0.754780069598726,0.0025904320861015,0.756564928249009,0.00257794707095291,NA,NA,0.605947227419405,0.00118710294851194,0.829677753796786,0.000626940003905244,0.04249755859375,0.0151679426122171,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","smote","rf",195.6,0.577350269189626,611,0.912870929175277,0.8,0.408248290463863,0.4,0.577350269189626,0.997959183673469,0.00294566463872257,0.998692274204875,0.000667348641411875,0.995934942504921,0.00207446252188868,0.996940839375399,0.00104519503785562,0.998324228352596,0.00126113011433603,0.998325728939172,0.00125907989852593,NA,NA,0.999976583468417,1.68306345849989e-05,0.99999249398904,5.38509865677222e-06,0.04249755859375,0.0151679426122171,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","smote","svm_rbf",195.64,0.568624070307733,609.36,0.810349718742881,2.44,0.506622805119022,0.36,0.568624070307733,0.998163265306122,0.00290114321585576,0.996011997296086,0.000826868163524502,0.987685811511539,0.00253591432434526,0.9928944107828,0.00220093783686239,0.997086126870654,0.00162134296857369,0.997087631301104,0.00162157656846794,NA,NA,0.997750332061969,0.00314694895965706,0.999572992596167,0.000531948430109931,0.04249755859375,0.0151679426122171,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","smote","xgb",196,0,0,0,611.8,0.763762615825973,0,0,1,0,0,0,0.242634523583504,0.000229334464519416,0.3905162560326,0.000297056696889957,0,0,0.5,0,NA,NA,0.242634523583504,0.000229334464519422,0.5,0,0.04249755859375,0.0151679426122171,3231.2,0.763762615825974,4848.4,1.52752523165195
"credit_data","smote_enn","knn",177.72,2.22710574513201,435.04,6.38017763598057,176.76,6.57824698026255,18.28,2.22710574513201,0.906734693877551,0.0113627844139388,0.711085658742395,0.0106442401625189,0.50150225770641,0.00889581096121745,0.645748184563743,0.00795629414921984,0.802925174940538,0.00650928497561061,0.808910176309973,0.00644825221883813,NA,NA,0.562347161167007,0.0108921562296057,0.857507981855183,0.00628883299287413,0.270829048156738,0.0781758910521003,3231.2,0.763762615825974,3893.08,16.7454471424325
"credit_data","smote_enn","logit",158.84,1.1060440015358,441.72,3.9319206502675,170.08,4.27122152707318,37.16,1.1060440015358,0.810408163265306,0.00564308164048881,0.722004554605012,0.0068104665638279,0.482986524438141,0.00646534153806412,0.605229091316416,0.00564788179570423,0.764917240218876,0.00439970775863144,0.766206358935159,0.00433802378928784,NA,NA,0.611874560029528,0.00240910020959445,0.835394813370339,0.00118455767695837,0.270829048156738,0.0781758910521003,3231.2,0.763762615825974,3893.08,16.7454471424325
"credit_data","smote_enn","rf",179.12,1.83303027798234,522.68,3.71618083521241,89.12,3.96148120446549,16.88,1.83303027798234,0.913877551020408,0.00935219529582826,0.854334425749592,0.00640314621086819,0.667893047883832,0.00958738986400712,0.771701853785697,0.00718976381987091,0.883583614003204,0.00492377918621139,0.884105988385,0.00499409433910565,NA,NA,0.862135014183347,0.0114069387631278,0.949243344675203,0.00315683668767796,0.270829048156738,0.0781758910521003,3231.2,0.763762615825974,3893.08,16.7454471424325
"credit_data","smote_enn","svm_rbf",177.52,2.6,539.88,5.25452186216786,71.92,5.43077649451101,18.48,2.6,0.905714285714286,0.013265306122449,0.882448230461387,0.00883537121945885,0.711992812090072,0.0148922117747804,0.797120890729968,0.0102356901893972,0.893962682315491,0.00678441111097985,0.894081258087836,0.00682486142363031,NA,NA,0.864706850894049,0.0203102069209609,0.965531056966671,0.00414481872918721,0.270829048156738,0.0781758910521003,3231.2,0.763762615825974,3893.08,16.7454471424325
"credit_data","smote_enn","xgb",196,0,0,0,611.8,0.763762615825973,0,0,1,0,0,0,0.242634523583504,0.000229334464519416,0.3905162560326,0.000297056696889957,0,0,0.5,0,NA,NA,0.242634523583504,0.000229334464519422,0.5,0,0.270829048156738,0.0781758910521003,3231.2,0.763762615825974,3893.08,16.7454471424325
"credit_data","smote_tomek","knn",193,1.3228756555323,506.52,4.2142615011411,105.28,4.14849370253831,3,1.3228756555323,0.98469387755102,0.00674936558945051,0.82791740536646,0.00678433070922164,0.647154782460545,0.00916801312845644,0.780978691605587,0.0074660266418147,0.902897580015784,0.00495027749051893,0.90630564145874,0.00491192062734445,NA,NA,0.942120898040143,0.00796062667180607,0.981183997756097,0.00209480434070497,0.15741886138916,0.0506418169835745,3231.2,0.763762615825974,4794.36,6.40234332100365
"credit_data","smote_tomek","logit",139.64,0.952190457139047,490.52,2.25684145064143,121.28,2.03141986469235,56.36,0.952190457139047,0.712448979591837,0.00485811457724005,0.801764494382775,0.00336168920685724,0.535208597807942,0.00422808548412959,0.611227648012495,0.00363410823510003,0.755781828403058,0.00278146683511134,0.757106736987306,0.00270574378381634,NA,NA,0.606329652711561,0.00113260195494353,0.829992399646155,0.000713801578019783,0.15741886138916,0.0506418169835745,3231.2,0.763762615825974,4794.36,6.40234332100365
"credit_data","smote_tomek","rf",195.84,0.374165738677394,607.32,1.65126214353344,4.48,1.35769412362775,0.16,0.374165738677394,0.999183673469388,0.00190900887080301,0.992676950327562,0.00221991200494732,0.977677609671549,0.00660562301466969,0.988302542237969,0.00359435969857441,0.995924053666084,0.00152829854232127,0.995930311898475,0.00152681896059065,NA,NA,0.994692139517484,0.00296593730029549,0.998723078629732,0.00060323441135676,0.15741886138916,0.0506418169835745,3231.2,0.763762615825974,4794.36,6.40234332100365
"credit_data","smote_tomek","svm_rbf",195.64,0.568624070307733,604.6,2.10158670215308,7.2,1.95789002074512,0.36,0.568624070307733,0.998163265306122,0.00290114321585576,0.988231430236751,0.00319846155977185,0.964587335539376,0.00933769700925763,0.981065779930036,0.00519643169895553,0.993182945486739,0.00228638710996203,0.993197347771437,0.00228455459554539,NA,NA,0.983415668691535,0.011346540723523,0.99818758837721,0.00106944033942929,0.15741886138916,0.0506418169835745,3231.2,0.763762615825974,4794.36,6.40234332100365
"credit_data","smote_tomek","xgb",196,0,0,0,611.8,0.763762615825973,0,0,1,0,0,0,0.242634523583504,0.000229334464519416,0.3905162560326,0.000297056696889957,0,0,0.5,0,NA,NA,0.242634523583504,0.000229334464519422,0.5,0,0.15741886138916,0.0506418169835745,3231.2,0.763762615825974,4794.36,6.40234332100365
"glass0","adasyn","knn",42.64,0.489897948556636,0,0,0,0,0.16,0.374165738677394,0.996279069767442,0.00870152880645104,NA,NA,1,0,0.998117647058824,0.0044019498667929,NA,NA,0.996279069767442,0.00870152880645104,NA,NA,1,0,NA,NA,0.00134510040283203,0.000117167537017138,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","adasyn","logit",33.24,0.969535971483266,0,0,0,0,9.56,0.869865890046659,0.776611295681063,0.0204279918364816,NA,NA,1,0,0.874115800557906,0.0131870711648034,NA,NA,0.776611295681063,0.0204279918364816,NA,NA,1,0,NA,NA,0.00134510040283203,0.000117167537017138,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","adasyn","rf",42.8,0.408248290463863,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0.00134510040283203,0.000117167537017138,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","adasyn","svm_rbf",5.36,12.8513293735188,0,0,0,0,37.44,12.9069748585794,0.125581395348837,0.301653994676113,NA,NA,1,0,0.359842532634392,0.41079909741043,NA,NA,0.125581395348837,0.301653994676113,NA,NA,1,0,NA,NA,0.00134510040283203,0.000117167537017138,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","adasyn","xgb",42.8,0.408248290463863,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0.00134510040283203,0.000117167537017138,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","baseline","knn",40.8,0.408248290463863,0,0,0,0,2,0,0.953266888150609,0.000452102204278951,NA,NA,1,0,0.976074332171893,0.000237077985170696,NA,NA,0.953266888150609,0.000452102204278951,NA,NA,1,0,NA,NA,1.50585174560547e-05,1.09039428018502e-05,171.2,0.408248290463863,171.2,0.408248290463863
"glass0","baseline","logit",25.8,0.408248290463863,0,0,0,0,17,0,0.602768549280177,0.00384286873637079,NA,NA,1,0,0.752152282067921,0.0030024749893514,NA,NA,0.602768549280177,0.00384286873637079,NA,NA,1,0,NA,NA,1.50585174560547e-05,1.09039428018502e-05,171.2,0.408248290463863,171.2,0.408248290463863
"glass0","baseline","rf",42.8,0.408248290463863,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,1.50585174560547e-05,1.09039428018502e-05,171.2,0.408248290463863,171.2,0.408248290463863
"glass0","baseline","svm_rbf",15.36,6.15683901581539,0,0,0,0,27.44,6.17845719685209,0.358936877076412,0.143459417030591,NA,NA,1,0,0.5322892883944,0.137744947499494,NA,NA,0.358936877076412,0.143459417030591,NA,NA,1,0,NA,NA,1.50585174560547e-05,1.09039428018502e-05,171.2,0.408248290463863,171.2,0.408248290463863
"glass0","baseline","xgb",42.8,0.408248290463863,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,1.50585174560547e-05,1.09039428018502e-05,171.2,0.408248290463863,171.2,0.408248290463863
"glass0","borderline_smote","knn",41.76,0.435889894354067,0,0,0,0,1.04,0.2,0.975703211517165,0.0046335513575528,NA,NA,1,0,0.987696804022814,0.00239991469833888,NA,NA,0.975703211517165,0.0046335513575528,NA,NA,1,0,NA,NA,0.00131102561950684,0.00067666085647691,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","borderline_smote","logit",32.36,0.810349718742881,0,0,0,0,10.44,0.711805216802088,0.756057585825028,0.0166919109438856,NA,NA,1,0,0.860986590268205,0.0108055874152203,NA,NA,0.756057585825028,0.0166919109438856,NA,NA,1,0,NA,NA,0.00131102561950684,0.00067666085647691,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","borderline_smote","rf",42.8,0.408248290463863,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0.00131102561950684,0.00067666085647691,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","borderline_smote","svm_rbf",15.08,19.6933152787098,0,0,0,0,27.72,19.971896922092,0.355260243632337,0.464343959676413,NA,NA,1,0,0.773224406330821,0.369197246546039,NA,NA,0.355260243632337,0.464343959676413,NA,NA,1,0,NA,NA,0.00131102561950684,0.00067666085647691,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","borderline_smote","xgb",42.8,0.408248290463863,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0.00131102561950684,0.00067666085647691,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","da_smote","knn",41.96,0.789514618821801,0,0,0,0,0.84,0.553774924194538,0.980332225913621,0.0130044430858216,NA,NA,1,0,0.990026651389324,0.00663019957460904,NA,NA,0.980332225913621,0.0130044430858216,NA,NA,1,0,NA,NA,0.00084223747253418,2.57399146362943e-05,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","da_smote","logit",30.84,0.374165738677394,0,0,0,0,11.96,0.2,0.720553709856035,0.00441442556544734,NA,NA,1,0,0.83757620634333,0.00296632341787704,NA,NA,0.720553709856035,0.00441442556544734,NA,NA,1,0,NA,NA,0.00084223747253418,2.57399146362943e-05,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","da_smote","rf",42.8,0.408248290463863,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0.00084223747253418,2.57399146362943e-05,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","da_smote","svm_rbf",11.36,16.6505255172322,0,0,0,0,31.44,16.5279561148175,0.264318936877076,0.387177529810859,NA,NA,1,0,0.579125818463125,0.383935282199923,NA,NA,0.264318936877076,0.387177529810859,NA,NA,1,0,NA,NA,0.00084223747253418,2.57399146362943e-05,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","da_smote","xgb",42.8,0.408248290463863,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0.00084223747253418,2.57399146362943e-05,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","da_smote_penn","knn",41.8,0.707106781186547,0,0,0,0,1,0.645497224367903,0.976655592469546,0.015085147313194,NA,NA,1,0,0.988133363953868,0.00772349573826983,NA,NA,0.976655592469546,0.015085147313194,NA,NA,1,0,NA,NA,0.00266786575317383,8.21644549137656e-05,171.2,0.408248290463863,194.24,1.12842072532072
"glass0","da_smote_penn","logit",31.52,0.918331820930394,0,0,0,0,11.28,0.7371114795832,0.736389811738649,0.0179429050181592,NA,NA,1,0,0.84806734867528,0.0118505769618301,NA,NA,0.736389811738649,0.0179429050181592,NA,NA,1,0,NA,NA,0.00266786575317383,8.21644549137656e-05,171.2,0.408248290463863,194.24,1.12842072532072
"glass0","da_smote_penn","rf",42.8,0.408248290463863,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0.00266786575317383,8.21644549137656e-05,171.2,0.408248290463863,194.24,1.12842072532072
"glass0","da_smote_penn","svm_rbf",35.04,7.67832447000429,0,0,0,0,7.76,7.5953933407033,0.818383167220377,0.177189316847264,NA,NA,1,0,0.88863354773315,0.124243502028679,NA,NA,0.818383167220377,0.177189316847264,NA,NA,1,0,NA,NA,0.00266786575317383,8.21644549137656e-05,171.2,0.408248290463863,194.24,1.12842072532072
"glass0","da_smote_penn","xgb",42.8,0.408248290463863,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0.00266786575317383,8.21644549137656e-05,171.2,0.408248290463863,194.24,1.12842072532072
"glass0","ld_smote","knn",41.12,0.66583281184794,0,0,0,0,1.68,0.476095228569523,0.960730897009967,0.0111705845924454,NA,NA,1,0,0.979940563236755,0.00578663151160049,NA,NA,0.960730897009967,0.0111705845924454,NA,NA,1,0,NA,NA,0.00113231658935547,0.00152381072059259,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","ld_smote","logit",30.16,0.62449979983984,0,0,0,0,12.64,0.489897948556636,0.704651162790698,0.011683802794025,NA,NA,1,0,0.826686690549318,0.00801482132681946,NA,NA,0.704651162790698,0.011683802794025,NA,NA,1,0,NA,NA,0.00113231658935547,0.00152381072059259,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","ld_smote","rf",42.8,0.408248290463863,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0.00113231658935547,0.00152381072059259,171.2,0.408248290463863,202.4,0.816496580927726
"glass0","ld_smote","svm_rbf",11.16,18.2772171477681,0,0,0,0,31.64,18.1541547127189,0.25953488372093,0.425051561576001,NA,NA,1,0,0.621243710027065,0.453412628349645,NA,NA,0.25953488372093,0.425051561576001,NA,NA,1,0,NA,NA,0.00113231658935547,0.00152381072059259,171.2,0.408248290463863,202.4,0.816496580927726
