"dataset","split","method","classifier","runtime_seconds","n_train_original","n_train_final","TP","TN","FP","FN","Sensitivity","Specificity","Precision","F1","Gmean","BalancedAccuracy","MCC","AUPRC","AUROC"
"credit_data",4,"penn","xgb",0.151684045791626,3232,3217,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",4,"ld_smote","knn",0.0404548645019531,3232,4850,181,525,86,15,0.923469387755102,0.85924713584288,0.677902621722846,0.781857451403888,0.890779673357643,0.891358261798991,NA,0.928250534416826,0.966753231570861
"credit_data",4,"ld_smote","logit",0.0404548645019531,3232,4850,141,496,115,55,0.719387755102041,0.811783960720131,0.55078125,0.623893805309735,0.764190709921482,0.765585857911086,NA,0.603645813462271,0.82693560239153
"credit_data",4,"ld_smote","svm_rbf",0.0404548645019531,3232,4850,196,609,2,0,1,0.996726677577741,0.98989898989899,0.99492385786802,0.998361997262387,0.998363338788871,NA,0.998523545127868,0.999586659541067
"credit_data",4,"ld_smote","rf",0.0404548645019531,3232,4850,196,610,1,0,1,0.998363338788871,0.99492385786802,0.997455470737914,0.999181334287661,0.999181669394435,NA,0.999987006612216,0.999995824843849
"credit_data",4,"ld_smote","xgb",0.0404548645019531,3232,4850,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",4,"da_smote_penn","knn",0.248464107513428,3232,4685,192,511,100,4,0.979591836734694,0.83633387888707,0.657534246575342,0.786885245901639,0.905133051292701,0.907962857810882,NA,0.781031040993244,0.949313604328802
"credit_data",4,"da_smote_penn","logit",0.248464107513428,3232,4685,139,480,131,57,0.709183673469388,0.785597381342062,0.514814814814815,0.59656652360515,0.746413314972405,0.747390527405725,NA,0.604184079480755,0.827695480810979
"credit_data",4,"da_smote_penn","svm_rbf",0.248464107513428,3232,4685,195,589,22,1,0.994897959183674,0.963993453355156,0.898617511520737,0.944309927360775,0.979323807231023,0.979445706269415,NA,0.962830965948767,0.996046127125153
"credit_data",4,"da_smote_penn","rf",0.248464107513428,3232,4685,195,590,21,1,0.994897959183674,0.965630114566285,0.902777777777778,0.946601941747573,0.980154799155875,0.980264036874979,NA,0.963889782346063,0.993916797488226
"credit_data",4,"da_smote_penn","xgb",0.248464107513428,3232,4685,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",5,"baseline","knn",3.29017639160156e-05,3232,3232,115,577,34,81,0.586734693877551,0.944353518821604,0.771812080536913,0.666666666666667,0.744368841890888,0.765544106349577,NA,0.777722121828813,0.919402785664184
"credit_data",5,"baseline","logit",3.29017639160156e-05,3232,3232,75,577,34,121,0.38265306122449,0.944353518821604,0.688073394495413,0.491803278688525,0.601132069395075,0.663503290023047,NA,0.607080707407515,0.82872256922409
"credit_data",5,"baseline","svm_rbf",3.29017639160156e-05,3232,3232,190,610,1,6,0.969387755102041,0.998363338788871,0.994764397905759,0.981912144702842,0.983768873142834,0.983875546945456,NA,0.999702099134889,0.999903971408531
"credit_data",5,"baseline","rf",3.29017639160156e-05,3232,3232,195,611,0,1,0.994897959183674,1,1,0.997442455242967,0.997445717412067,0.997448979591837,NA,0.999987006612216,0.999995824843849
"credit_data",5,"baseline","xgb",3.29017639160156e-05,3232,3232,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",5,"smote","knn",0.0350899696350098,3232,4850,191,514,97,5,0.974489795918367,0.841243862520458,0.663194444444444,0.789256198347107,0.905418996876662,0.907866829219413,NA,0.967732036855788,0.985069641604596
"credit_data",5,"smote","logit",0.0350899696350098,3232,4850,138,497,114,58,0.704081632653061,0.81342062193126,0.547619047619048,0.616071428571429,0.756779042735084,0.758751127292161,NA,0.605895637963962,0.829423995457432
"credit_data",5,"smote","svm_rbf",0.0350899696350098,3232,4850,196,609,2,0,1,0.996726677577741,0.98989898989899,0.99492385786802,0.998361997262387,0.998363338788871,NA,0.999987006612216,0.999995824843849
"credit_data",5,"smote","rf",0.0350899696350098,3232,4850,194,611,0,2,0.989795918367347,1,1,0.994871794871795,0.994884876941723,0.994897959183674,NA,0.999960975452047,0.999987474531547
"credit_data",5,"smote","xgb",0.0350899696350098,3232,4850,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",5,"adasyn","knn",0.0807161331176758,3232,4850,196,503,108,0,1,0.823240589198036,0.644736842105263,0.784,0.907326065534346,0.911620294599018,NA,0.979706044060515,0.991432579578476
"credit_data",5,"adasyn","logit",0.0807161331176758,3232,4850,148,472,139,48,0.755102040816326,0.772504091653028,0.515679442508711,0.612836438923395,0.763753504833964,0.763803066234677,NA,0.602312509048619,0.826751895520894
"credit_data",5,"adasyn","svm_rbf",0.0807161331176758,3232,4850,196,608,3,0,1,0.995090016366612,0.984924623115578,0.992405063291139,0.997541987270016,0.997545008183306,NA,0.994969606631899,0.998968736430743
"credit_data",5,"adasyn","rf",0.0807161331176758,3232,4850,196,610,1,0,1,0.998363338788871,0.99492385786802,0.997455470737914,0.999181334287661,0.999181669394435,NA,0.999987006612216,0.999995824843849
"credit_data",5,"adasyn","xgb",0.0807161331176758,3232,4850,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",5,"borderline_smote","knn",0.0736000537872314,3232,4850,177,530,81,19,0.903061224489796,0.867430441898527,0.686046511627907,0.779735682819383,0.885066549486878,0.885245833194162,NA,0.939604406210115,0.970844884598684
"credit_data",5,"borderline_smote","logit",0.0736000537872314,3232,4850,137,504,107,59,0.698979591836735,0.824877250409165,0.561475409836066,0.622727272727273,0.759323622578941,0.76192842112295,NA,0.60833214176064,0.830217275126091
"credit_data",5,"borderline_smote","svm_rbf",0.0736000537872314,3232,4850,195,609,2,1,0.994897959183674,0.996726677577741,0.989847715736041,0.99236641221374,0.995811898596325,0.995812318380707,NA,0.999830541930586,0.999945722970039
"credit_data",5,"borderline_smote","rf",0.0736000537872314,3232,4850,195,610,1,1,0.994897959183674,0.998363338788871,0.994897959183674,0.994897959183674,0.996629142803303,0.996630648986272,NA,0.999960975452047,0.999987474531547
"credit_data",5,"borderline_smote","xgb",0.0736000537872314,3232,4850,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",5,"smote_tomek","knn",0.142734050750732,3232,4800,193,508,103,3,0.98469387755102,0.831423895253682,0.652027027027027,0.784552845528455,0.9048193296487,0.908058886402351,NA,0.932234297437497,0.978017802865827
"credit_data",5,"smote_tomek","logit",0.142734050750732,3232,4800,139,491,120,57,0.709183673469388,0.803600654664484,0.536679536679537,0.610989010989011,0.754917521506399,0.756392164066936,NA,0.606561804863058,0.829507498580447
"credit_data",5,"smote_tomek","svm_rbf",0.142734050750732,3232,4800,196,601,10,0,1,0.983633387888707,0.951456310679612,0.975124378109453,0.991782933856349,0.991816693944354,NA,0.982096736524731,0.998375864257323
"credit_data",5,"smote_tomek","rf",0.142734050750732,3232,4800,196,605,6,0,1,0.990180032733224,0.97029702970297,0.984924623115578,0.995077902846417,0.995090016366612,NA,0.996389866689433,0.998926984869234
"credit_data",5,"smote_tomek","xgb",0.142734050750732,3232,4800,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",5,"smote_enn","knn",0.44412899017334,3232,3915,176,430,181,20,0.897959183673469,0.703764320785597,0.492997198879552,0.636528028933092,0.794953857145903,0.800861752229533,NA,0.555705477525154,0.8511431577541
"credit_data",5,"smote_enn","logit",0.44412899017334,3232,3915,158,443,168,38,0.806122448979592,0.725040916530278,0.484662576687117,0.60536398467433,0.764507527264314,0.765581682754935,NA,0.616307333715227,0.835603226560672
"credit_data",5,"smote_enn","svm_rbf",0.44412899017334,3232,3915,176,535,76,20,0.897959183673469,0.875613747954173,0.698412698412698,0.785714285714286,0.88671607988476,0.886786465813821,NA,0.835041197080366,0.959388256120774
"credit_data",5,"smote_enn","rf",0.44412899017334,3232,3915,176,524,87,20,0.897959183673469,0.857610474631751,0.669201520912547,0.766884531590414,0.877552962339108,0.87778482915261,NA,0.858529529546848,0.947405557967872
"credit_data",5,"smote_enn","xgb",0.44412899017334,3232,3915,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",5,"da_smote","knn",0.1215660572052,3232,4850,191,516,95,5,0.974489795918367,0.844517184942717,0.667832167832168,0.79253112033195,0.907178802223896,0.909503490430542,NA,0.945833510046996,0.97694061257891
"credit_data",5,"da_smote","logit",0.1215660572052,3232,4850,134,495,116,62,0.683673469387755,0.810147299509002,0.536,0.600896860986547,0.74422860397222,0.746910384448378,NA,0.594780110101142,0.825382444303418
"credit_data",5,"da_smote","svm_rbf",0.1215660572052,3232,4850,194,608,3,2,0.989795918367347,0.995090016366612,0.984771573604061,0.987277353689567,0.992439437249331,0.99244296736698,NA,0.999675197098656,0.999895621096229
"credit_data",5,"da_smote","rf",0.1215660572052,3232,4850,195,611,0,1,0.994897959183674,1,1,0.997442455242967,0.997445717412067,0.997448979591837,NA,0.999987006612216,0.999995824843849
"credit_data",5,"da_smote","xgb",0.1215660572052,3232,4850,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",5,"penn","knn",0.156263113021851,3232,3217,115,576,35,81,0.586734693877551,0.942716857610475,0.766666666666667,0.664739884393064,0.743723528512638,0.764725775744013,NA,0.759079904419335,0.917887203981429
"credit_data",5,"penn","logit",0.156263113021851,3232,3217,78,575,36,118,0.397959183673469,0.941080196399345,0.68421052631579,0.503225806451613,0.611973452635285,0.669519690036407,NA,0.606224008538368,0.829256989211398
"credit_data",5,"penn","svm_rbf",0.156263113021851,3232,3217,192,609,2,4,0.979591836734694,0.996726677577741,0.989690721649485,0.984615384615385,0.988122116345368,0.988159257156218,NA,0.99944778559658,0.999820468285514
"credit_data",5,"penn","rf",0.156263113021851,3232,3217,193,609,2,3,0.98469387755102,0.996726677577741,0.98974358974359,0.987212276214834,0.990692009154496,0.990710277564381,NA,0.998213960414311,0.999478105481145
"credit_data",5,"penn","xgb",0.156263113021851,3232,3217,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",5,"ld_smote","knn",0.0494720935821533,3232,4850,182,517,94,14,0.928571428571429,0.846153846153846,0.659420289855073,0.771186440677966,0.886405260427918,0.887362637362637,NA,0.934650354229046,0.96908714385918
"credit_data",5,"ld_smote","logit",0.0494720935821533,3232,4850,141,496,115,55,0.719387755102041,0.811783960720131,0.55078125,0.623893805309735,0.764190709921482,0.765585857911086,NA,0.604085599165569,0.827361468318914
"credit_data",5,"ld_smote","svm_rbf",0.0494720935821533,3232,4850,196,609,2,0,1,0.996726677577741,0.98989898989899,0.99492385786802,0.998361997262387,0.998363338788871,NA,0.999908511265467,0.999970773906944
"credit_data",5,"ld_smote","rf",0.0494720935821533,3232,4850,196,610,1,0,1,0.998363338788871,0.99492385786802,0.997455470737914,0.999181334287661,0.999181669394435,NA,0.999960975452047,0.999987474531547
"credit_data",5,"ld_smote","xgb",0.0494720935821533,3232,4850,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",5,"da_smote_penn","knn",0.247267961502075,3232,4692,191,504,107,5,0.974489795918367,0.824877250409165,0.640939597315436,0.773279352226721,0.896568158819468,0.899683523163766,NA,0.784105331173229,0.948566251377801
"credit_data",5,"da_smote_penn","logit",0.247267961502075,3232,4692,137,486,125,59,0.698979591836735,0.795417348608838,0.522900763358779,0.59825327510917,0.745640995164874,0.747198470222786,NA,0.599782277038578,0.827854136744713
"credit_data",5,"da_smote_penn","svm_rbf",0.247267961502075,3232,4692,195,594,17,1,0.994897959183674,0.972176759410802,0.919811320754717,0.955882352941176,0.98347174535093,0.983537359297238,NA,0.960251555079689,0.996405190554127
"credit_data",5,"da_smote_penn","rf",0.247267961502075,3232,4692,195,591,20,1,0.994897959183674,0.967266775777414,0.906976744186046,0.948905109489051,0.98098508714818,0.981082367480544,NA,0.97498325460699,0.994033701860449
"credit_data",5,"da_smote_penn","xgb",0.247267961502075,3232,4692,196,0,611,0,1,0,0.242874845105328,0.390827517447657,0,0.5,NA,0.242874845105328,0.5
"credit_data",6,"baseline","knn",5.79357147216797e-05,3230,3230,115,579,34,81,0.586734693877551,0.944535073409462,0.771812080536913,0.666666666666667,0.744440391941162,0.765634883643506,NA,0.777722121828813,0.919665745580451
"credit_data",6,"baseline","logit",5.79357147216797e-05,3230,3230,75,579,34,121,0.38265306122449,0.944535073409462,0.688073394495413,0.491803278688525,0.601189851273313,0.663594067316976,NA,0.606367826665013,0.828548956287245
"credit_data",6,"baseline","svm_rbf",5.79357147216797e-05,3230,3230,191,612,1,5,0.974489795918367,0.99836867862969,0.994791666666667,0.984536082474227,0.986356978932646,0.986429237274029,NA,0.999702099134889,0.999904284715518
"credit_data",6,"baseline","rf",5.79357147216797e-05,3230,3230,194,613,0,2,0.989795918367347,1,1,0.994871794871795,0.994884876941723,0.994897959183674,NA,0.999987006612216,0.999995838465892
"credit_data",6,"baseline","xgb",5.79357147216797e-05,3230,3230,196,0,613,0,1,0,0.242274412855377,0.390049751243781,0,0.5,NA,0.242274412855377,0.5
"credit_data",6,"smote","knn",0.035269021987915,3230,4846,192,513,100,4,0.979591836734694,0.836867862969005,0.657534246575342,0.786885245901639,0.905421960739878,0.908229849851849,NA,0.957924527259119,0.981805772880115
"credit_data",6,"smote","logit",0.035269021987915,3230,4846,139,492,121,57,0.709183673469388,0.802610114192496,0.534615384615385,0.609649122807018,0.75445211189758,0.755896893830942,NA,0.605309859613427,0.828615540832974
"credit_data",6,"smote","svm_rbf",0.035269021987915,3230,4846,195,610,3,1,0.994897959183674,0.99510603588907,0.984848484848485,0.989847715736041,0.995001992097197,0.995001997536372,NA,0.994091249152546,0.998863901188534
"credit_data",6,"smote","rf",0.035269021987915,3230,4846,195,612,1,1,0.994897959183674,0.99836867862969,0.994897959183674,0.994897959183674,0.996631808082393,0.996633318906682,NA,0.999960975452047,0.999987515397676
"credit_data",6,"smote","xgb",0.035269021987915,3230,4846,196,0,613,0,1,0,0.242274412855377,0.390049751243781,0,0.5,NA,0.242274412855377,0.5
"credit_data",6,"adasyn","knn",0.0894749164581299,3230,4846,194,504,109,2,0.989795918367347,0.822185970636215,0.64026402640264,0.777555110220441,0.902106600061557,0.905990944501781,NA,0.96680903690618,0.985384692212937
"credit_data",6,"adasyn","logit",0.0894749164581299,3230,4846,149,474,139,47,0.760204081632653,0.773246329526917,0.517361111111111,0.615702479338843,0.766697473462532,0.766725205579785,NA,0.598773878364127,0.825594267070611
"credit_data",6,"adasyn","svm_rbf",0.0894749164581299,3230,4846,196,610,3,0,1,0.99510603588907,0.984924623115578,0.992405063291139,0.997550016735537,0.997553017944535,NA,0.999934810795234,0.99997919232946
"credit_data",6,"adasyn","rf",0.0894749164581299,3230,4846,196,612,1,0,1,0.99836867862969,0.99492385786802,0.997455470737914,0.999184006392061,0.999184339314845,NA,0.999987006612216,0.999995838465892
"credit_data",6,"adasyn","xgb",0.0894749164581299,3230,4846,196,0,613,0,1,0,0.242274412855377,0.390049751243781,0,0.5,NA,0.242274412855377,0.5
"credit_data",6,"borderline_smote","knn",0.07309889793396,3230,4846,177,530,83,19,0.903061224489796,0.864600326264274,0.680769230769231,0.776315789473684,0.883621541911746,0.883830775377035,NA,0.935767839377199,0.9694709857842
"credit_data",6,"borderline_smote","logit",0.07309889793396,3230,4846,136,506,107,60,0.693877551020408,0.825448613376835,0.559670781893004,0.619589977220957,0.756809264176325,0.759663082198622,NA,0.609483225225161,0.831753337550355
"credit_data",6,"borderline_smote","svm_rbf",0.07309889793396,3230,4846,195,611,2,1,0.994897959183674,0.99673735725938,0.989847715736041,0.99236641221374,0.995817233522038,0.995817658221527,NA,0.999778482590405,0.999929253920165
"credit_data",6,"borderline_smote","rf",0.07309889793396,3230,4846,195,613,0,1,0.994897959183674,1,1,0.997442455242967,0.997445717412067,0.997448979591837,NA,0.999987006612216,0.999995838465892
"credit_data",6,"borderline_smote","xgb",0.07309889793396,3230,4846,196,0,613,0,1,0,0.242274412855377,0.390049751243781,0,0.5,NA,0.242274412855377,0.5
"credit_data",6,"smote_tomek","knn",0.173606872558594,3230,4792,193,505,108,3,0.98469387755102,0.823817292006525,0.641196013289037,0.776659959758551,0.900670774289633,0.904255584778773,NA,0.934428880569982,0.980769550887239
"credit_data",6,"smote_tomek","logit",0.173606872558594,3230,4792,139,493,120,57,0.709183673469388,0.804241435562806,0.536679536679537,0.610989010989011,0.755218442325613,0.756712554516097,NA,0.606409947789663,0.830762892432667
"credit_data",6,"smote_tomek","svm_rbf",0.173606872558594,3230,4792,196,603,10,0,1,0.9836867862969,0.951456310679612,0.975124378109453,0.991809853901896,0.99184339314845,NA,0.966492904477956,0.996600026633818
"credit_data",6,"smote_tomek","rf",0.173606872558594,3230,4792,196,606,7,0,1,0.98858075040783,0.96551724137931,0.982456140350877,0.994273981560329,0.994290375203915,NA,0.994919750507545,0.998605886073842
"credit_data",6,"smote_tomek","xgb",0.173606872558594,3230,4792,196,0,613,0,1,0,0.242274412855377,0.390049751243781,0,0.5,NA,0.242274412855377,0.5
"credit_data",6,"smote_enn","knn",0.44729495048523,3230,3900,176,432,181,20,0.897959183673469,0.704730831973899,0.492997198879552,0.636528028933092,0.795499542796102,0.801345007823684,NA,0.548481580679974,0.856606019242934
"credit_data",6,"smote_enn","logit",0.44729495048523,3230,3900,159,441,172,37,0.811224489795918,0.719412724306688,0.48036253776435,0.603415559772296,0.763940586844543,0.765318607051303,NA,0.614891504289477,0.837030162799214
"credit_data",6,"smote_enn","svm_rbf",0.44729495048523,3230,3900,182,532,81,14,0.928571428571429,0.867862969004894,0.692015209125475,0.793028322440087,0.897704158914904,0.898217198788161,NA,0.886428450841619,0.971052368745215
"credit_data",6,"smote_enn","rf",0.44729495048523,3230,3900,178,521,92,18,0.908163265306122,0.849918433931484,0.659259259259259,0.763948497854077,0.878558307799251,0.879040849618803,NA,0.861498876935492,0.94880896893831
"credit_data",6,"smote_enn","xgb",0.44729495048523,3230,3900,196,0,613,0,1,0,0.242274412855377,0.390049751243781,0,0.5,NA,0.242274412855377,0.5
"credit_data",6,"da_smote","knn",0.0544240474700928,3230,4846,189,513,100,7,0.964285714285714,0.836867862969005,0.653979238754325,0.779381443298969,0.898320502385327,0.90057678862736,NA,0.9524938761952,0.978426607184472
"credit_data",6,"da_smote","logit",0.0544240474700928,3230,4846,135,499,114,61,0.688775510204082,0.814029363784666,0.542168674698795,0.606741573033708,0.748788014301703,0.751402436994374,NA,0.595388159133882,0.825261344341979
"credit_data",6,"da_smote","svm_rbf",0.0544240474700928,3230,4846,194,610,3,2,0.989795918367347,0.99510603588907,0.984771573604061,0.987277353689567,0.992447425643148,0.992450977128209,NA,0.999755840636638,0.999920930851949
"credit_data",6,"da_smote","rf",0.0544240474700928,3230,4846,195,613,0,1,0.994897959183674,1,1,0.997442455242967,0.997445717412067,0.997448979591837,NA,0.999987006612216,0.999995838465892
"credit_data",6,"da_smote","xgb",0.0544240474700928,3230,4846,196,0,613,0,1,0,0.242274412855377,0.390049751243781,0,0.5,NA,0.242274412855377,0.5
"credit_data",6,"penn","knn",0.156810998916626,3230,3215,115,578,35,81,0.586734693877551,0.942903752039152,0.766666666666667,0.664739884393064,0.74379724677407,0.764819222958351,NA,0.759079904419335,0.918155108699271
"credit_data",6,"penn","logit",0.156810998916626,3230,3215,78,577,36,118,0.397959183673469,0.941272430668842,0.68421052631579,0.503225806451613,0.612035953293035,0.669615807171156,NA,0.605851070588705,0.829139894130572
"credit_data",6,"penn","svm_rbf",0.156810998916626,3230,3215,190,611,2,6,0.969387755102041,0.99673735725938,0.989583333333333,0.979381443298969,0.982967440549285,0.98306255618071,NA,0.99944778559658,0.999821054033359
"credit_data",6,"penn","rf",0.156810998916626,3230,3215,193,611,2,3,0.98469387755102,0.99673735725938,0.98974358974359,0.987212276214834,0.990697316651103,0.9907156174052,NA,0.998184045653239,0.999463162100077
"credit_data",6,"penn","xgb",0.156810998916626,3230,3215,196,0,613,0,1,0,0.242274412855377,0.390049751243781,0,0.5,NA,0.242274412855377,0.5
"credit_data",6,"ld_smote","knn",0.0404770374298096,3230,4846,182,520,93,14,0.928571428571429,0.848287112561175,0.661818181818182,0.772823779193206,0.887521929841546,0.888429270566301,NA,0.936386814299248,0.970116023570929
"credit_data",6,"ld_smote","logit",0.0404770374298096,3230,4846,141,497,116,55,0.719387755102041,0.810766721044046,0.54863813229572,0.622516556291391,0.763711759345971,0.765077238073043,NA,0.606050841070929,0.82791640310284
"credit_data",6,"ld_smote","svm_rbf",0.0404770374298096,3230,4846,196,610,3,0,1,0.99510603588907,0.984924623115578,0.992405063291139,0.997550016735537,0.997553017944535,NA,0.999804357522469,0.999937576988381
"credit_data",6,"ld_smote","rf",0.0404770374298096,3230,4846,196,612,1,0,1,0.99836867862969,0.99492385786802,0.997455470737914,0.999184006392061,0.999184339314845,NA,0.999987006612216,0.999995838465892
"credit_data",6,"ld_smote","xgb",0.0404770374298096,3230,4846,196,0,613,0,1,0,0.242274412855377,0.390049751243781,0,0.5,NA,0.242274412855377,0.5
"credit_data",6,"da_smote_penn","knn",0.240594863891602,3230,4675,190,513,100,6,0.969387755102041,0.836867862969005,0.655172413793103,0.781893004115226,0.900693876408942,0.903127809035523,NA,0.781455535144729,0.948409461663948
"credit_data",6,"da_smote_penn","logit",0.240594863891602,3230,4675,138,489,124,58,0.704081632653061,0.797716150081566,0.526717557251908,0.602620087336245,0.749437982319514,0.750898891367314,NA,0.600033942774678,0.828715417651562
"credit_data",6,"da_smote_penn","svm_rbf",0.240594863891602,3230,4675,195,592,21,1,0.994897959183674,0.965742251223491,0.902777777777778,0.946601941747573,0.980211709193324,0.980320105203582,NA,0.963533151885588,0.996674934247761
"credit_data",6,"da_smote_penn","rf",0.240594863891602,3230,4675,195,593,20,1,0.994897959183674,0.967373572593801,0.906976744186046,0.948905109489051,0.981039241387312,0.981135765888737,NA,0.971625608241814,0.994519259579851
"credit_data",6,"da_smote_penn","xgb",0.240594863891602,3230,4675,196,0,613,0,1,0,0.242274412855377,0.390049751243781,0,0.5,NA,0.242274412855377,0.5
"credit_data",7,"baseline","knn",6.19888305664062e-05,3231,3231,115,578,34,81,0.586734693877551,0.944444444444444,0.771812080536913,0.666666666666667,0.744404676231594,0.765589569160998,NA,0.777722121828813,0.91953448045885
"credit_data",7,"baseline","logit",6.19888305664062e-05,3231,3231,75,578,34,121,0.38265306122449,0.944444444444444,0.688073394495413,0.491803278688525,0.601161008235838,0.663548752834467,NA,0.606711958694695,0.828702314259038
"credit_data",7,"baseline","svm_rbf",6.19888305664062e-05,3231,3231,190,611,1,6,0.969387755102041,0.998366013071895,0.994764397905759,0.981912144702842,0.983770190736607,0.983876884086968,NA,0.999702099134889,0.999904128317994
"credit_data",7,"baseline","rf",6.19888305664062e-05,3231,3231,194,612,0,2,0.989795918367347,1,1,0.994871794871795,0.994884876941723,0.994897959183674,NA,0.999987006612216,0.999995831666
"credit_data",7,"baseline","xgb",6.19888305664062e-05,3231,3231,196,0,612,0,1,0,0.242574257425743,0.390438247011952,0,0.5,NA,0.242574257425743,0.5
"credit_data",7,"smote","knn",0.0423159599304199,3231,4848,192,512,100,4,0.979591836734694,0.836601307189543,0.657534246575342,0.786885245901639,0.905277753578674,0.908096571962118,NA,0.958667554237838,0.981942777110844
"credit_data",7,"smote","logit",0.0423159599304199,3231,4848,137,494,118,59,0.698979591836735,0.80718954248366,0.537254901960784,0.607538802660754,0.751138480534787,0.753084567160197,NA,0.605309499710439,0.829127484327065
"credit_data",7,"smote","svm_rbf",0.0423159599304199,3231,4848,196,609,3,0,1,0.995098039215686,0.984924623115578,0.992405063291139,0.997546008570876,0.997549019607843,NA,0.999882809559316,0.999962484993998
"credit_data",7,"smote","rf",0.0423159599304199,3231,4848,196,611,1,0,1,0.998366013071895,0.99492385786802,0.997455470737914,0.999182672523846,0.999183006535948,NA,0.999987006612216,0.999995831666
"credit_data",7,"smote","xgb",0.0423159599304199,3231,4848,196,0,612,0,1,0,0.242574257425743,0.390438247011952,0,0.5,NA,0.242574257425743,0.5
"credit_data",7,"adasyn","knn",0.075767993927002,3231,4848,195,506,106,1,0.994897959183674,0.826797385620915,0.647840531561462,0.784708249496982,0.90696142785272,0.910847672402294,NA,0.970996238090769,0.987574196345205
"credit_data",7,"adasyn","logit",0.075767993927002,3231,4848,150,475,137,46,0.76530612244898,0.776143790849673,0.522648083623693,0.62111801242236,0.770705906969718,0.770724956649326,NA,0.601658833170084,0.826934940642922
"credit_data",7,"adasyn","svm_rbf",0.075767993927002,3231,4848,196,609,3,0,1,0.995098039215686,0.984924623115578,0.992405063291139,0.997546008570876,0.997549019607843,NA,0.999882075465044,0.999962484993998
"credit_data",7,"adasyn","rf",0.075767993927002,3231,4848,196,611,1,0,1,0.998366013071895,0.99492385786802,0.997455470737914,0.999182672523846,0.999183006535948,NA,0.999987006612216,0.999995831666
"credit_data",7,"adasyn","xgb",0.075767993927002,3231,4848,196,0,612,0,1,0,0.242574257425743,0.390438247011952,0,0.5,NA,0.242574257425743,0.5
"credit_data",7,"borderline_smote","knn",0.0758030414581299,3231,4848,180,525,87,16,0.918367346938776,0.857843137254902,0.674157303370786,0.777537796976242,0.887589503120908,0.888105242096839,NA,0.938563670021341,0.971067593704148
"credit_data",7,"borderline_smote","logit",0.0758030414581299,3231,4848,137,507,105,59,0.698979591836735,0.82843137254902,0.566115702479339,0.625570776255708,0.760957700959166,0.763705482192877,NA,0.611068342211539,0.832412131519274
"credit_data",7,"borderline_smote","svm_rbf",0.0758030414581299,3231,4848,195,610,2,1,0.994897959183674,0.996732026143791,0.989847715736041,0.99236641221374,0.995814570421354,0.995814992663732,NA,0.991644259784317,0.998670301453915
"credit_data",7,"borderline_smote","rf",0.0758030414581299,3231,4848,194,612,0,2,0.989795918367347,1,1,0.994871794871795,0.994884876941723,0.994897959183674,NA,0.999960975452047,0.999987494997999
"credit_data",7,"borderline_smote","xgb",0.0758030414581299,3231,4848,196,0,612,0,1,0,0.242574257425743,0.390438247011952,0,0.5,NA,0.242574257425743,0.5
"credit_data",7,"smote_tomek","knn",0.135742902755737,3231,4794,192,508,104,4,0.979591836734694,0.830065359477124,0.648648648648649,0.780487804878049,0.901734578520775,0.904828598105909,NA,0.933166425578857,0.977953681472589
"credit_data",7,"smote_tomek","logit",0.135742902755737,3231,4794,139,495,117,57,0.709183673469388,0.808823529411765,0.54296875,0.615044247787611,0.757366781537658,0.759003601440576,NA,0.607047969886933,0.830836501267175
"credit_data",7,"smote_tomek","svm_rbf",0.135742902755737,3231,4794,195,604,8,1,0.994897959183674,0.986928104575163,0.960591133004926,0.977443609022556,0.990905019213669,0.990913031879418,NA,0.984068606748075,0.998370181405896
"credit_data",7,"smote_tomek","rf",0.135742902755737,3231,4794,195,607,5,1,0.994897959183674,0.991830065359477,0.975,0.984848484848485,0.993362827914933,0.993364012271575,NA,0.997074576292636,0.999203848205949
"credit_data",7,"smote_tomek","xgb",0.135742902755737,3231,4794,196,0,612,0,1,0,0.242574257425743,0.390438247011952,0,0.5,NA,0.242574257425743,0.5
"credit_data",7,"smote_enn","knn",0.224628925323486,3231,3897,179,447,165,17,0.913265306122449,0.730392156862745,0.520348837209302,0.662962962962963,0.816726280173897,0.821828731492597,NA,0.574817642453203,0.861857242897159
