"dataset","alpha","beta","k_smote","k_enn","primary_metric"
"newthyroid1",0.75,0.2,7,3,1
"newthyroid1",0.75,0.2,7,5,1
"newthyroid1",0.75,0.2,7,7,1
"newthyroid1",0.75,0.25,3,3,1
"newthyroid1",0.75,0.25,3,5,1
"newthyroid1",0.75,0.25,3,7,1
"newthyroid1",0.75,0.25,5,3,1
"newthyroid1",0.75,0.25,5,5,1
"newthyroid1",0.75,0.25,5,7,1
"newthyroid1",0.75,0.25,7,3,1
"newthyroid1",0.75,0.25,7,5,1
"newthyroid1",0.75,0.25,7,7,1
"newthyroid1",1,0,3,3,1
"newthyroid1",1,0,3,5,1
"newthyroid1",1,0,3,7,1
"newthyroid1",1,0,5,3,1
"newthyroid1",1,0,5,5,1
"newthyroid1",1,0,5,7,1
"newthyroid1",1,0,7,3,1
"newthyroid1",1,0,7,5,1
"newthyroid1",1,0,7,7,1
"newthyroid1",1,0.05,3,3,1
"newthyroid1",1,0.05,3,5,1
"newthyroid1",1,0.05,3,7,1
"newthyroid1",1,0.05,5,3,1
"newthyroid1",1,0.05,5,5,1
"newthyroid1",1,0.05,5,7,1
"newthyroid1",1,0.05,7,3,1
"newthyroid1",1,0.05,7,5,1
"newthyroid1",1,0.05,7,7,1
"newthyroid1",1,0.1,3,3,1
"newthyroid1",1,0.1,3,5,1
"newthyroid1",1,0.1,3,7,1
"newthyroid1",1,0.1,5,3,1
"newthyroid1",1,0.1,5,5,1
"newthyroid1",1,0.1,5,7,1
"newthyroid1",1,0.1,7,3,1
"newthyroid1",1,0.1,7,5,1
"newthyroid1",1,0.1,7,7,1
"newthyroid1",1,0.15,3,3,1
"newthyroid1",1,0.15,3,5,1
"newthyroid1",1,0.15,3,7,1
"newthyroid1",1,0.15,5,3,1
"newthyroid1",1,0.15,5,5,1
"newthyroid1",1,0.15,5,7,1
"newthyroid1",1,0.15,7,3,1
"newthyroid1",1,0.15,7,5,1
"newthyroid1",1,0.15,7,7,1
"newthyroid1",1,0.2,3,3,1
"newthyroid1",1,0.2,3,5,1
"newthyroid1",1,0.2,3,7,1
"newthyroid1",1,0.2,5,3,1
"newthyroid1",1,0.2,5,5,1
"newthyroid1",1,0.2,5,7,1
"newthyroid1",1,0.2,7,3,1
"newthyroid1",1,0.2,7,5,1
"newthyroid1",1,0.2,7,7,1
"newthyroid1",1,0.25,3,3,1
"newthyroid1",1,0.25,3,5,1
"newthyroid1",1,0.25,3,7,1
"newthyroid1",1,0.25,5,3,1
"newthyroid1",1,0.25,5,5,1
"newthyroid1",1,0.25,5,7,1
"newthyroid1",1,0.25,7,3,1
"newthyroid1",1,0.25,7,5,1
"newthyroid1",1,0.25,7,7,1
"glass0",0.25,0,3,3,1
"glass0",0.25,0,3,5,1
"glass0",0.25,0,3,7,1
"glass0",0.25,0,5,3,1
"glass0",0.25,0,5,5,1
"glass0",0.25,0,5,7,1
"glass0",0.25,0,7,3,1
"glass0",0.25,0,7,5,1
"glass0",0.25,0,7,7,1
"glass0",0.25,0.05,3,3,1
"glass0",0.25,0.05,3,5,1
"glass0",0.25,0.05,3,7,1
"glass0",0.25,0.05,5,3,1
"glass0",0.25,0.05,5,5,1
"glass0",0.25,0.05,5,7,1
"glass0",0.25,0.05,7,3,1
"glass0",0.25,0.05,7,5,1
"glass0",0.25,0.05,7,7,1
"glass0",0.25,0.1,3,3,1
"glass0",0.25,0.1,3,5,1
"glass0",0.25,0.1,3,7,1
"glass0",0.25,0.1,5,3,1
"glass0",0.25,0.1,5,5,1
"glass0",0.25,0.1,5,7,1
"glass0",0.25,0.1,7,3,1
"glass0",0.25,0.1,7,5,1
"glass0",0.25,0.1,7,7,1
"glass0",0.25,0.15,3,3,1
"glass0",0.25,0.15,3,5,1
"glass0",0.25,0.15,3,7,1
"glass0",0.25,0.15,5,3,1
"glass0",0.25,0.15,5,5,1
"glass0",0.25,0.15,5,7,1
"glass0",0.25,0.15,7,3,1
"glass0",0.25,0.15,7,5,1
"glass0",0.25,0.15,7,7,1
"glass0",0.25,0.2,3,3,1
"glass0",0.25,0.2,3,5,1
"glass0",0.25,0.2,3,7,1
"glass0",0.25,0.2,5,3,1
"glass0",0.25,0.2,5,5,1
"glass0",0.25,0.2,5,7,1
"glass0",0.25,0.2,7,3,1
"glass0",0.25,0.2,7,5,1
"glass0",0.25,0.2,7,7,1
"glass0",0.25,0.25,3,3,1
"glass0",0.25,0.25,3,5,1
"glass0",0.25,0.25,3,7,1
"glass0",0.25,0.25,5,3,1
"glass0",0.25,0.25,5,5,1
"glass0",0.25,0.25,5,7,1
"glass0",0.25,0.25,7,3,1
"glass0",0.25,0.25,7,5,1
"glass0",0.25,0.25,7,7,1
"glass0",0.5,0,3,3,1
"glass0",0.5,0,3,5,1
"glass0",0.5,0,3,7,1
"glass0",0.5,0,5,3,1
"glass0",0.5,0,5,5,1
"glass0",0.5,0,5,7,1
"glass0",0.5,0,7,3,1
"glass0",0.5,0,7,5,1
"glass0",0.5,0,7,7,1
"glass0",0.5,0.05,3,3,1
"glass0",0.5,0.05,3,5,1
"glass0",0.5,0.05,3,7,1
"glass0",0.5,0.05,5,3,1
"glass0",0.5,0.05,5,5,1
"glass0",0.5,0.05,5,7,1
"glass0",0.5,0.05,7,3,1
"glass0",0.5,0.05,7,5,1
"glass0",0.5,0.05,7,7,1
"glass0",0.5,0.1,3,3,1
"glass0",0.5,0.1,3,5,1
"glass0",0.5,0.1,3,7,1
"glass0",0.5,0.1,5,3,1
"glass0",0.5,0.1,5,5,1
"glass0",0.5,0.1,5,7,1
"glass0",0.5,0.1,7,3,1
"glass0",0.5,0.1,7,5,1
"glass0",0.5,0.1,7,7,1
"glass0",0.5,0.15,3,3,1
"glass0",0.5,0.15,3,5,1
"glass0",0.5,0.15,3,7,1
"glass0",0.5,0.15,5,3,1
"glass0",0.5,0.15,5,5,1
"glass0",0.5,0.15,5,7,1
"glass0",0.5,0.15,7,3,1
"glass0",0.5,0.15,7,5,1
"glass0",0.5,0.15,7,7,1
"glass0",0.5,0.2,3,3,1
"glass0",0.5,0.2,3,5,1
"glass0",0.5,0.2,3,7,1
"glass0",0.5,0.2,5,3,1
"glass0",0.5,0.2,5,5,1
"glass0",0.5,0.2,5,7,1
"glass0",0.5,0.2,7,3,1
"glass0",0.5,0.2,7,5,1
"glass0",0.5,0.2,7,7,1
"glass0",0.5,0.25,3,3,1
"glass0",0.5,0.25,3,5,1
"glass0",0.5,0.25,3,7,1
"glass0",0.5,0.25,5,3,1
"glass0",0.5,0.25,5,5,1
"glass0",0.5,0.25,5,7,1
"glass0",0.5,0.25,7,3,1
"glass0",0.5,0.25,7,5,1
"glass0",0.5,0.25,7,7,1
"glass0",0.75,0,3,3,1
"glass0",0.75,0,3,5,1
"glass0",0.75,0,3,7,1
"glass0",0.75,0,5,3,1
"glass0",0.75,0,5,5,1
"glass0",0.75,0,5,7,1
"glass0",0.75,0,7,3,1
"glass0",0.75,0,7,5,1
"glass0",0.75,0,7,7,1
"glass0",0.75,0.05,3,3,1
"glass0",0.75,0.05,3,5,1
"glass0",0.75,0.05,3,7,1
"glass0",0.75,0.05,5,3,1
"glass0",0.75,0.05,5,5,1
"glass0",0.75,0.05,5,7,1
"glass0",0.75,0.05,7,3,1
"glass0",0.75,0.05,7,5,1
"glass0",0.75,0.05,7,7,1
"glass0",0.75,0.1,3,3,1
"glass0",0.75,0.1,3,5,1
"glass0",0.75,0.1,3,7,1
"glass0",0.75,0.1,5,3,1
"glass0",0.75,0.1,5,5,1
"glass0",0.75,0.1,5,7,1
"glass0",0.75,0.1,7,3,1
"glass0",0.75,0.1,7,5,1
"glass0",0.75,0.1,7,7,1
"glass0",0.75,0.15,3,3,1
"glass0",0.75,0.15,3,5,1
"glass0",0.75,0.15,3,7,1
"glass0",0.75,0.15,5,3,1
"glass0",0.75,0.15,5,5,1
"glass0",0.75,0.15,5,7,1
"glass0",0.75,0.15,7,3,1
"glass0",0.75,0.15,7,5,1
"glass0",0.75,0.15,7,7,1
"glass0",0.75,0.2,3,3,1
"glass0",0.75,0.2,3,5,1
"glass0",0.75,0.2,3,7,1
"glass0",0.75,0.2,5,3,1
"glass0",0.75,0.2,5,5,1
"glass0",0.75,0.2,5,7,1
"glass0",0.75,0.2,7,3,1
"glass0",0.75,0.2,7,5,1
"glass0",0.75,0.2,7,7,1
"glass0",0.75,0.25,3,3,1
"glass0",0.75,0.25,3,5,1
"glass0",0.75,0.25,3,7,1
"glass0",0.75,0.25,5,3,1
"glass0",0.75,0.25,5,5,1
"glass0",0.75,0.25,5,7,1
"glass0",0.75,0.25,7,3,1
"glass0",0.75,0.25,7,5,1
"glass0",0.75,0.25,7,7,1
"glass0",1,0,3,3,1
"glass0",1,0,3,5,1
"glass0",1,0,3,7,1
"glass0",1,0,5,3,1
"glass0",1,0,5,5,1
"glass0",1,0,5,7,1
"glass0",1,0,7,3,1
"glass0",1,0,7,5,1
"glass0",1,0,7,7,1
"glass0",1,0.05,3,3,1
"glass0",1,0.05,3,5,1
"glass0",1,0.05,3,7,1
"glass0",1,0.05,5,3,1
"glass0",1,0.05,5,5,1
"glass0",1,0.05,5,7,1
"glass0",1,0.05,7,3,1
"glass0",1,0.05,7,5,1
"glass0",1,0.05,7,7,1
"glass0",1,0.1,3,3,1
"glass0",1,0.1,3,5,1
"glass0",1,0.1,3,7,1
"glass0",1,0.1,5,3,1
"glass0",1,0.1,5,5,1
"glass0",1,0.1,5,7,1
"glass0",1,0.1,7,3,1
"glass0",1,0.1,7,5,1
"glass0",1,0.1,7,7,1
"glass0",1,0.15,3,3,1
"glass0",1,0.15,3,5,1
"glass0",1,0.15,3,7,1
"glass0",1,0.15,5,3,1
"glass0",1,0.15,5,5,1
"glass0",1,0.15,5,7,1
"glass0",1,0.15,7,3,1
"glass0",1,0.15,7,5,1
"glass0",1,0.15,7,7,1
"glass0",1,0.2,3,3,1
"glass0",1,0.2,3,5,1
"glass0",1,0.2,3,7,1
"glass0",1,0.2,5,3,1
"glass0",1,0.2,5,5,1
"glass0",1,0.2,5,7,1
"glass0",1,0.2,7,3,1
"glass0",1,0.2,7,5,1
"glass0",1,0.2,7,7,1
"glass0",1,0.25,3,3,1
"glass0",1,0.25,3,5,1
"glass0",1,0.25,3,7,1
"glass0",1,0.25,5,3,1
"glass0",1,0.25,5,5,1
"glass0",1,0.25,5,7,1
"glass0",1,0.25,7,3,1
"glass0",1,0.25,7,5,1
"glass0",1,0.25,7,7,1
"hacide",0.25,0,3,3,NA
"hacide",0.25,0,3,5,NA
"hacide",0.25,0,3,7,NA
"hacide",0.25,0,5,3,NA
"hacide",0.25,0,5,5,NA
"hacide",0.25,0,5,7,NA
"hacide",0.25,0,7,3,NA
"hacide",0.25,0,7,5,NA
"hacide",0.25,0,7,7,NA
"hacide",0.25,0.05,3,3,NA
"hacide",0.25,0.05,3,5,NA
"hacide",0.25,0.05,3,7,NA
"hacide",0.25,0.05,5,3,NA
"hacide",0.25,0.05,5,5,NA
"hacide",0.25,0.05,5,7,NA
"hacide",0.25,0.05,7,3,NA
"hacide",0.25,0.05,7,5,NA
"hacide",0.25,0.05,7,7,NA
"hacide",0.25,0.1,3,3,NA
"hacide",0.25,0.1,3,5,NA
"hacide",0.25,0.1,3,7,NA
"hacide",0.25,0.1,5,3,NA
"hacide",0.25,0.1,5,5,NA
"hacide",0.25,0.1,5,7,NA
"hacide",0.25,0.1,7,3,NA
"hacide",0.25,0.1,7,5,NA
"hacide",0.25,0.1,7,7,NA
"hacide",0.25,0.15,3,3,NA
"hacide",0.25,0.15,3,5,NA
"hacide",0.25,0.15,3,7,NA
"hacide",0.25,0.15,5,3,NA
"hacide",0.25,0.15,5,5,NA
"hacide",0.25,0.15,5,7,NA
"hacide",0.25,0.15,7,3,NA
"hacide",0.25,0.15,7,5,NA
"hacide",0.25,0.15,7,7,NA
"hacide",0.25,0.2,3,3,NA
"hacide",0.25,0.2,3,5,NA
"hacide",0.25,0.2,3,7,NA
"hacide",0.25,0.2,5,3,NA
"hacide",0.25,0.2,5,5,NA
"hacide",0.25,0.2,5,7,NA
"hacide",0.25,0.2,7,3,NA
"hacide",0.25,0.2,7,5,NA
"hacide",0.25,0.2,7,7,NA
"hacide",0.25,0.25,3,3,NA
"hacide",0.25,0.25,3,5,NA
"hacide",0.25,0.25,3,7,NA
"hacide",0.25,0.25,5,3,NA
"hacide",0.25,0.25,5,5,NA
"hacide",0.25,0.25,5,7,NA
"hacide",0.25,0.25,7,3,NA
"hacide",0.25,0.25,7,5,NA
"hacide",0.25,0.25,7,7,NA
"hacide",0.5,0,3,3,NA
"hacide",0.5,0,3,5,NA
"hacide",0.5,0,3,7,NA
"hacide",0.5,0,5,3,NA
"hacide",0.5,0,5,5,NA
"hacide",0.5,0,5,7,NA
"hacide",0.5,0,7,3,NA
"hacide",0.5,0,7,5,NA
"hacide",0.5,0,7,7,NA
"hacide",0.5,0.05,3,3,NA
"hacide",0.5,0.05,3,5,NA
"hacide",0.5,0.05,3,7,NA
"hacide",0.5,0.05,5,3,NA
"hacide",0.5,0.05,5,5,NA
"hacide",0.5,0.05,5,7,NA
"hacide",0.5,0.05,7,3,NA
"hacide",0.5,0.05,7,5,NA
"hacide",0.5,0.05,7,7,NA
"hacide",0.5,0.1,3,3,NA
"hacide",0.5,0.1,3,5,NA
"hacide",0.5,0.1,3,7,NA
"hacide",0.5,0.1,5,3,NA
"hacide",0.5,0.1,5,5,NA
"hacide",0.5,0.1,5,7,NA
"hacide",0.5,0.1,7,3,NA
"hacide",0.5,0.1,7,5,NA
"hacide",0.5,0.1,7,7,NA
"hacide",0.5,0.15,3,3,NA
"hacide",0.5,0.15,3,5,NA
"hacide",0.5,0.15,3,7,NA
"hacide",0.5,0.15,5,3,NA
"hacide",0.5,0.15,5,5,NA
"hacide",0.5,0.15,5,7,NA
"hacide",0.5,0.15,7,3,NA
"hacide",0.5,0.15,7,5,NA
"hacide",0.5,0.15,7,7,NA
"hacide",0.5,0.2,3,3,NA
"hacide",0.5,0.2,3,5,NA
"hacide",0.5,0.2,3,7,NA
"hacide",0.5,0.2,5,3,NA
"hacide",0.5,0.2,5,5,NA
"hacide",0.5,0.2,5,7,NA
"hacide",0.5,0.2,7,3,NA
"hacide",0.5,0.2,7,5,NA
"hacide",0.5,0.2,7,7,NA
"hacide",0.5,0.25,3,3,NA
"hacide",0.5,0.25,3,5,NA
"hacide",0.5,0.25,3,7,NA
"hacide",0.5,0.25,5,3,NA
"hacide",0.5,0.25,5,5,NA
"hacide",0.5,0.25,5,7,NA
"hacide",0.5,0.25,7,3,NA
"hacide",0.5,0.25,7,5,NA
"hacide",0.5,0.25,7,7,NA
"hacide",0.75,0,3,3,NA
"hacide",0.75,0,3,5,NA
"hacide",0.75,0,3,7,NA
"hacide",0.75,0,5,3,NA
"hacide",0.75,0,5,5,NA
"hacide",0.75,0,5,7,NA
"hacide",0.75,0,7,3,NA
"hacide",0.75,0,7,5,NA
"hacide",0.75,0,7,7,NA
"hacide",0.75,0.05,3,3,NA
"hacide",0.75,0.05,3,5,NA
"hacide",0.75,0.05,3,7,NA
"hacide",0.75,0.05,5,3,NA
"hacide",0.75,0.05,5,5,NA
"hacide",0.75,0.05,5,7,NA
"hacide",0.75,0.05,7,3,NA
"hacide",0.75,0.05,7,5,NA
"hacide",0.75,0.05,7,7,NA
"hacide",0.75,0.1,3,3,NA
"hacide",0.75,0.1,3,5,NA
"hacide",0.75,0.1,3,7,NA
"hacide",0.75,0.1,5,3,NA
"hacide",0.75,0.1,5,5,NA
"hacide",0.75,0.1,5,7,NA
"hacide",0.75,0.1,7,3,NA
"hacide",0.75,0.1,7,5,NA
"hacide",0.75,0.1,7,7,NA
"hacide",0.75,0.15,3,3,NA
"hacide",0.75,0.15,3,5,NA
"hacide",0.75,0.15,3,7,NA
"hacide",0.75,0.15,5,3,NA
"hacide",0.75,0.15,5,5,NA
"hacide",0.75,0.15,5,7,NA
"hacide",0.75,0.15,7,3,NA
"hacide",0.75,0.15,7,5,NA
"hacide",0.75,0.15,7,7,NA
"hacide",0.75,0.2,3,3,NA
"hacide",0.75,0.2,3,5,NA
"hacide",0.75,0.2,3,7,NA
"hacide",0.75,0.2,5,3,NA
"hacide",0.75,0.2,5,5,NA
"hacide",0.75,0.2,5,7,NA
"hacide",0.75,0.2,7,3,NA
"hacide",0.75,0.2,7,5,NA
"hacide",0.75,0.2,7,7,NA
"hacide",0.75,0.25,3,3,NA
"hacide",0.75,0.25,3,5,NA
"hacide",0.75,0.25,3,7,NA
"hacide",0.75,0.25,5,3,NA
"hacide",0.75,0.25,5,5,NA
"hacide",0.75,0.25,5,7,NA
"hacide",0.75,0.25,7,3,NA
"hacide",0.75,0.25,7,5,NA
"hacide",0.75,0.25,7,7,NA
"hacide",1,0,3,3,NA
"hacide",1,0,3,5,NA
"hacide",1,0,3,7,NA
"hacide",1,0,5,3,NA
"hacide",1,0,5,5,NA
"hacide",1,0,5,7,NA
"hacide",1,0,7,3,NA
"hacide",1,0,7,5,NA
"hacide",1,0,7,7,NA
"hacide",1,0.05,3,3,NA
"hacide",1,0.05,3,5,NA
"hacide",1,0.05,3,7,NA
"hacide",1,0.05,5,3,NA
"hacide",1,0.05,5,5,NA
"hacide",1,0.05,5,7,NA
"hacide",1,0.05,7,3,NA
"hacide",1,0.05,7,5,NA
"hacide",1,0.05,7,7,NA
"hacide",1,0.1,3,3,NA
"hacide",1,0.1,3,5,NA
"hacide",1,0.1,3,7,NA
"hacide",1,0.1,5,3,NA
"hacide",1,0.1,5,5,NA
"hacide",1,0.1,5,7,NA
"hacide",1,0.1,7,3,NA
"hacide",1,0.1,7,5,NA
"hacide",1,0.1,7,7,NA
"hacide",1,0.15,3,3,NA
"hacide",1,0.15,3,5,NA
"hacide",1,0.15,3,7,NA
"hacide",1,0.15,5,3,NA
"hacide",1,0.15,5,5,NA
"hacide",1,0.15,5,7,NA
"hacide",1,0.15,7,3,NA
"hacide",1,0.15,7,5,NA
"hacide",1,0.15,7,7,NA
"hacide",1,0.2,3,3,NA
"hacide",1,0.2,3,5,NA
"hacide",1,0.2,3,7,NA
"hacide",1,0.2,5,3,NA
"hacide",1,0.2,5,5,NA
"hacide",1,0.2,5,7,NA
"hacide",1,0.2,7,3,NA
"hacide",1,0.2,7,5,NA
"hacide",1,0.2,7,7,NA
"hacide",1,0.25,3,3,NA
"hacide",1,0.25,3,5,NA
"hacide",1,0.25,3,7,NA
"hacide",1,0.25,5,3,NA
"hacide",1,0.25,5,5,NA
"hacide",1,0.25,5,7,NA
"hacide",1,0.25,7,3,NA
"hacide",1,0.25,7,5,NA
"hacide",1,0.25,7,7,NA
"vehicle2",0.25,0,3,3,0.651109324971531
"vehicle2",0.25,0,3,5,0.659586030042159
"vehicle2",0.25,0,3,7,0.689873174778747
"vehicle2",0.25,0,5,3,0.651109324971531
"vehicle2",0.25,0,5,5,0.659586030042159
"vehicle2",0.25,0,5,7,0.689873174778747
"vehicle2",0.25,0,7,3,0.651109324971531
"vehicle2",0.25,0,7,5,0.659586030042159
"vehicle2",0.25,0,7,7,0.689873174778747
"vehicle2",0.25,0.05,3,3,0.651109324971531
"vehicle2",0.25,0.05,3,5,0.659586030042159
"vehicle2",0.25,0.05,3,7,0.689873174778747
"vehicle2",0.25,0.05,5,3,0.651109324971531
"vehicle2",0.25,0.05,5,5,0.659586030042159
"vehicle2",0.25,0.05,5,7,0.689873174778747
"vehicle2",0.25,0.05,7,3,0.651109324971531
"vehicle2",0.25,0.05,7,5,0.659586030042159
"vehicle2",0.25,0.05,7,7,0.689873174778747
"vehicle2",0.25,0.1,3,3,0.651109324971531
"vehicle2",0.25,0.1,3,5,0.659586030042159
"vehicle2",0.25,0.1,3,7,0.689873174778747
"vehicle2",0.25,0.1,5,3,0.651109324971531
"vehicle2",0.25,0.1,5,5,0.659586030042159
"vehicle2",0.25,0.1,5,7,0.689873174778747
"vehicle2",0.25,0.1,7,3,0.651109324971531
"vehicle2",0.25,0.1,7,5,0.659586030042159
"vehicle2",0.25,0.1,7,7,0.689873174778747
"vehicle2",0.25,0.15,3,3,0.651109324971531
"vehicle2",0.25,0.15,3,5,0.659586030042159
"vehicle2",0.25,0.15,3,7,0.689873174778747
"vehicle2",0.25,0.15,5,3,0.651109324971531
"vehicle2",0.25,0.15,5,5,0.659586030042159
"vehicle2",0.25,0.15,5,7,0.689873174778747
"vehicle2",0.25,0.15,7,3,0.651109324971531
"vehicle2",0.25,0.15,7,5,0.659586030042159
"vehicle2",0.25,0.15,7,7,0.689873174778747
"vehicle2",0.25,0.2,3,3,0.651109324971531
"vehicle2",0.25,0.2,3,5,0.659586030042159
"vehicle2",0.25,0.2,3,7,0.689873174778747
"vehicle2",0.25,0.2,5,3,0.651109324971531
"vehicle2",0.25,0.2,5,5,0.659586030042159
"vehicle2",0.25,0.2,5,7,0.689873174778747
"vehicle2",0.25,0.2,7,3,0.651109324971531
"vehicle2",0.25,0.2,7,5,0.659586030042159
"vehicle2",0.25,0.2,7,7,0.689873174778747
"vehicle2",0.25,0.25,3,3,0.651109324971531
"vehicle2",0.25,0.25,3,5,0.659586030042159
"vehicle2",0.25,0.25,3,7,0.689873174778747
"vehicle2",0.25,0.25,5,3,0.651109324971531
"vehicle2",0.25,0.25,5,5,0.659586030042159
"vehicle2",0.25,0.25,5,7,0.689873174778747
"vehicle2",0.25,0.25,7,3,0.651109324971531
"vehicle2",0.25,0.25,7,5,0.659586030042159
"vehicle2",0.25,0.25,7,7,0.689873174778747
"vehicle2",0.5,0,3,3,0.680780734364368
"vehicle2",0.5,0,3,5,0.713018743562673
"vehicle2",0.5,0,3,7,0.678937867029264
"vehicle2",0.5,0,5,3,0.692711365813356
"vehicle2",0.5,0,5,5,0.696846778359979
"vehicle2",0.5,0,5,7,0.661959299748666
"vehicle2",0.5,0,7,3,0.698920372590341
"vehicle2",0.5,0,7,5,0.71239015060428
"vehicle2",0.5,0,7,7,0.670051312842623
"vehicle2",0.5,0.05,3,3,0.693724572422879
"vehicle2",0.5,0.05,3,5,0.698543569240389
"vehicle2",0.5,0.05,3,7,0.685744887672445
"vehicle2",0.5,0.05,5,3,0.69194790090111
"vehicle2",0.5,0.05,5,5,0.693699909844619
"vehicle2",0.5,0.05,5,7,0.673267775671056
"vehicle2",0.5,0.05,7,3,0.694924513448962
"vehicle2",0.5,0.05,7,5,0.698466155022555
"vehicle2",0.5,0.05,7,7,0.668858436665464
"vehicle2",0.5,0.1,3,3,0.684176084471008
"vehicle2",0.5,0.1,3,5,0.697076304548832
"vehicle2",0.5,0.1,3,7,0.678587965554933
"vehicle2",0.5,0.1,5,3,0.690470777301696
"vehicle2",0.5,0.1,5,5,0.699464210762883
"vehicle2",0.5,0.1,5,7,0.675733580244895
"vehicle2",0.5,0.1,7,3,0.684044493015349
"vehicle2",0.5,0.1,7,5,0.701252813958106
"vehicle2",0.5,0.1,7,7,0.665371353935967
"vehicle2",0.5,0.15,3,3,0.698218677059992
"vehicle2",0.5,0.15,3,5,0.707740573017185
"vehicle2",0.5,0.15,3,7,0.673949284945107
"vehicle2",0.5,0.15,5,3,0.691217484650792
"vehicle2",0.5,0.15,5,5,0.708303374988695
"vehicle2",0.5,0.15,5,7,0.663488814020205
"vehicle2",0.5,0.15,7,3,0.688196878919311
"vehicle2",0.5,0.15,7,5,0.701641685650593
"vehicle2",0.5,0.15,7,7,0.673550833323777
"vehicle2",0.5,0.2,3,3,0.693391464310267
"vehicle2",0.5,0.2,3,5,0.709084768684398
"vehicle2",0.5,0.2,3,7,0.679519357665864
"vehicle2",0.5,0.2,5,3,0.705910364752836
"vehicle2",0.5,0.2,5,5,0.686425921751291
"vehicle2",0.5,0.2,5,7,0.673023151810778
"vehicle2",0.5,0.2,7,3,0.696286400252912
"vehicle2",0.5,0.2,7,5,0.700720187737084
"vehicle2",0.5,0.2,7,7,0.667793777675337
"vehicle2",0.5,0.25,3,3,0.684695789932219
"vehicle2",0.5,0.25,3,5,0.717273127904135
"vehicle2",0.5,0.25,3,7,0.671980630450961
"vehicle2",0.5,0.25,5,3,0.695391301350375
"vehicle2",0.5,0.25,5,5,0.691558082159079
"vehicle2",0.5,0.25,5,7,0.661433029088234
"vehicle2",0.5,0.25,7,3,0.69692381344804
"vehicle2",0.5,0.25,7,5,0.702725338206061
"vehicle2",0.5,0.25,7,7,0.67136704462733
"vehicle2",0.75,0,3,3,0.698148376371354
"vehicle2",0.75,0,3,5,0.702826854842669
"vehicle2",0.75,0,3,7,0.68297914412721
"vehicle2",0.75,0,5,3,0.698257550660148
"vehicle2",0.75,0,5,5,0.709674841769458
"vehicle2",0.75,0,5,7,0.679356756820916
"vehicle2",0.75,0,7,3,0.690890493138756
"vehicle2",0.75,0,7,5,0.714515943747252
"vehicle2",0.75,0,7,7,0.681195431168796
"vehicle2",0.75,0.05,3,3,0.699709493005149
"vehicle2",0.75,0.05,3,5,0.704392824335073
"vehicle2",0.75,0.05,3,7,0.685378773524001
"vehicle2",0.75,0.05,5,3,0.704145007349415
"vehicle2",0.75,0.05,5,5,0.712659835305835
"vehicle2",0.75,0.05,5,7,0.685549592070823
"vehicle2",0.75,0.05,7,3,0.701288811708049
"vehicle2",0.75,0.05,7,5,0.70293447057023
"vehicle2",0.75,0.05,7,7,0.683801734760802
"vehicle2",0.75,0.1,3,3,0.70020693780837
"vehicle2",0.75,0.1,3,5,0.711926466669358
"vehicle2",0.75,0.1,3,7,0.677545444425138
"vehicle2",0.75,0.1,5,3,0.708107422748044
"vehicle2",0.75,0.1,5,5,0.715402888550431
"vehicle2",0.75,0.1,5,7,0.68724493902435
"vehicle2",0.75,0.1,7,3,0.700099318649603
"vehicle2",0.75,0.1,7,5,0.714653404356252
"vehicle2",0.75,0.1,7,7,0.676681566993032
"vehicle2",0.75,0.15,3,3,0.705372992890533
"vehicle2",0.75,0.15,3,5,0.715124692870671
"vehicle2",0.75,0.15,3,7,0.688639796216409
"vehicle2",0.75,0.15,5,3,0.703245003046424
"vehicle2",0.75,0.15,5,5,0.714519828616895
"vehicle2",0.75,0.15,5,7,0.675554669163801
"vehicle2",0.75,0.15,7,3,0.697375282074283
"vehicle2",0.75,0.15,7,5,0.714375971960541
"vehicle2",0.75,0.15,7,7,0.679497115888517
"vehicle2",0.75,0.2,3,3,0.700686693538182
"vehicle2",0.75,0.2,3,5,0.70946337664937
"vehicle2",0.75,0.2,3,7,0.676281698524704
"vehicle2",0.75,0.2,5,3,0.69316571582261
"vehicle2",0.75,0.2,5,5,0.718553837806531
"vehicle2",0.75,0.2,5,7,0.673174964894297
"vehicle2",0.75,0.2,7,3,0.699154776424284
"vehicle2",0.75,0.2,7,5,0.719414530139965
"vehicle2",0.75,0.2,7,7,0.68607422908144
"vehicle2",0.75,0.25,3,3,0.70169569362895
"vehicle2",0.75,0.25,3,5,0.71693646061651
"vehicle2",0.75,0.25,3,7,0.679893420773334
"vehicle2",0.75,0.25,5,3,0.697689871991259
"vehicle2",0.75,0.25,5,5,0.713598954376285
"vehicle2",0.75,0.25,5,7,0.679172239479075
"vehicle2",0.75,0.25,7,3,0.699116345952273
"vehicle2",0.75,0.25,7,5,0.715943320939795
"vehicle2",0.75,0.25,7,7,0.678013146466393
"vehicle2",1,0,3,3,0.69338350072073
"vehicle2",1,0,3,5,0.698764916893065
"vehicle2",1,0,3,7,0.661797268606407
"vehicle2",1,0,5,3,0.70175152099765
"vehicle2",1,0,5,5,0.721812756331038
"vehicle2",1,0,5,7,0.660568988302222
"vehicle2",1,0,7,3,0.692308920573525
"vehicle2",1,0,7,5,0.720739525054342
"vehicle2",1,0,7,7,0.659828723838725
"vehicle2",1,0.05,3,3,0.696372320026748
"vehicle2",1,0.05,3,5,0.704374305907356
