"imbalance_ratio","replication","split","method","classifier","runtime_seconds","TP","TN","FP","FN","Sensitivity","Specificity","Precision","F1","Gmean","BalancedAccuracy","MCC","AUPRC","AUROC"
"10:990",86,1,"da_smote_penn","knn",0.0131471157073975,1,185,14,0,1,0.92964824120603,0.0666666666666667,0.125,0.964182680411772,0.964824120603015,0.248950897595762,0.0909090909090909,0.974874371859296
"10:990",86,2,"baseline","knn",1.69277191162109e-05,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.166666666666667,0.987437185929648
"10:990",86,2,"smote","knn",0.0056920051574707,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,0.0588235294117647,0.959798994974874
"10:990",86,2,"adasyn","knn",0.00601696968078613,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,1,1
"10:990",86,2,"borderline_smote","knn",0.00603890419006348,0,191,8,1,0,0.959798994974874,0,NA,0,0.479899497487437,-0.0144699770043308,0.0537128973715797,0.957286432160804
"10:990",86,2,"smote_tomek","knn",0.00779914855957031,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,0.333333333333333,0.994974874371859
"10:990",86,2,"smote_enn","knn",0.0143930912017822,1,180,19,0,1,0.904522613065327,0.05,0.0952380952380952,0.951063937422362,0.952261306532663,0.212664361502501,0.0526315789473684,0.954773869346734
"10:990",86,2,"da_smote","knn",0.00579595565795898,1,184,15,0,1,0.92462311557789,0.0625,0.117647058823529,0.961573250240401,0.962311557788945,0.2403933125601,1,1
"10:990",86,2,"penn","knn",0.00370693206787109,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.166666666666667,0.987437185929648
"10:990",86,2,"ld_smote","knn",0.00744509696960449,1,187,12,0,1,0.939698492462312,0.0769230769230769,0.142857142857143,0.969380468372616,0.969849246231156,0.268857768011597,0.0769230769230769,0.969849246231156
"10:990",86,2,"da_smote_penn","knn",0.0129430294036865,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,0.0833333333333333,0.972361809045226
"10:990",86,3,"baseline","knn",1.59740447998047e-05,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.166666666666667,0.987437185929648
"10:990",86,3,"smote","knn",0.00594282150268555,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,1,1
"10:990",86,3,"adasyn","knn",0.00643491744995117,1,184,15,0,1,0.92462311557789,0.0625,0.117647058823529,0.961573250240401,0.962311557788945,0.2403933125601,1,1
"10:990",86,3,"borderline_smote","knn",0.0119709968566895,0,191,8,1,0,0.959798994974874,0,NA,0,0.479899497487437,-0.0144699770043308,0.0537128973715797,0.957286432160804
"10:990",86,3,"smote_tomek","knn",0.00794100761413574,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,0.25,0.992462311557789
"10:990",86,3,"smote_enn","knn",0.0138330459594727,1,180,19,0,1,0.904522613065327,0.05,0.0952380952380952,0.951063937422362,0.952261306532663,0.212664361502501,0.05,0.952261306532663
"10:990",86,3,"da_smote","knn",0.00571393966674805,1,184,15,0,1,0.92462311557789,0.0625,0.117647058823529,0.961573250240401,0.962311557788945,0.2403933125601,1,1
"10:990",86,3,"penn","knn",0.00371122360229492,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.166666666666667,0.987437185929648
"10:990",86,3,"ld_smote","knn",0.00732898712158203,1,187,12,0,1,0.939698492462312,0.0769230769230769,0.142857142857143,0.969380468372616,0.969849246231156,0.268857768011597,0.0769230769230769,0.969849246231156
"10:990",86,3,"da_smote_penn","knn",0.0128850936889648,1,185,14,0,1,0.92964824120603,0.0666666666666667,0.125,0.964182680411772,0.964824120603015,0.248950897595762,0.0714285714285714,0.967336683417085
"10:990",86,4,"baseline","knn",1.81198120117188e-05,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.166666666666667,0.987437185929648
"10:990",86,4,"smote","knn",0.0117688179016113,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,1,1
"10:990",86,4,"adasyn","knn",0.00602483749389648,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,1,1
"10:990",86,4,"borderline_smote","knn",0.00589704513549805,0,192,7,1,0,0.964824120603015,0,NA,0,0.482412060301508,-0.0135003126805058,0.0559194880476523,0.959798994974874
"10:990",86,4,"smote_tomek","knn",0.00770902633666992,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,0.25,0.992462311557789
"10:990",86,4,"smote_enn","knn",0.0143539905548096,1,180,19,0,1,0.904522613065327,0.05,0.0952380952380952,0.951063937422362,0.952261306532663,0.212664361502501,0.05,0.952261306532663
"10:990",86,4,"da_smote","knn",0.00572013854980469,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,1,1
"10:990",86,4,"penn","knn",0.00371813774108887,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.166666666666667,0.987437185929648
"10:990",86,4,"ld_smote","knn",0.0074160099029541,1,185,14,0,1,0.92964824120603,0.0666666666666667,0.125,0.964182680411772,0.964824120603015,0.248950897595762,0.0666666666666667,0.964824120603015
"10:990",86,4,"da_smote_penn","knn",0.0128889083862305,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,0.0833333333333333,0.972361809045226
"10:990",86,5,"baseline","knn",1.62124633789062e-05,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.166666666666667,0.987437185929648
"10:990",86,5,"smote","knn",0.00592708587646484,1,184,15,0,1,0.92462311557789,0.0625,0.117647058823529,0.961573250240401,0.962311557788945,0.2403933125601,1,1
"10:990",86,5,"adasyn","knn",0.0129129886627197,1,185,14,0,1,0.92964824120603,0.0666666666666667,0.125,0.964182680411772,0.964824120603015,0.248950897595762,1,1
"10:990",86,5,"borderline_smote","knn",0.011199951171875,0,191,8,1,0,0.959798994974874,0,NA,0,0.479899497487437,-0.0144699770043308,0.0537128973715797,0.957286432160804
"10:990",86,5,"smote_tomek","knn",0.00780892372131348,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,0.125,0.982412060301508
"10:990",86,5,"smote_enn","knn",0.0137708187103271,1,180,19,0,1,0.904522613065327,0.05,0.0952380952380952,0.951063937422362,0.952261306532663,0.212664361502501,0.05,0.952261306532663
"10:990",86,5,"da_smote","knn",0.00570583343505859,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,1,1
"10:990",86,5,"penn","knn",0.00363993644714355,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.166666666666667,0.987437185929648
"10:990",86,5,"ld_smote","knn",0.00740313529968262,1,185,14,0,1,0.92964824120603,0.0666666666666667,0.125,0.964182680411772,0.964824120603015,0.248950897595762,0.0666666666666667,0.964824120603015
"10:990",86,5,"da_smote_penn","knn",0.0128629207611084,1,184,15,0,1,0.92462311557789,0.0625,0.117647058823529,0.961573250240401,0.962311557788945,0.2403933125601,0.0769230769230769,0.969849246231156
"10:990",87,1,"baseline","knn",1.69277191162109e-05,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.4,0.992424242424242
"10:990",87,1,"smote","knn",0.00577402114868164,2,182,16,0,1,0.919191919191919,0.111111111111111,0.2,0.958744970882205,0.95959595959596,0.319581656960735,1,1
"10:990",87,1,"adasyn","knn",0.0061030387878418,2,184,14,0,1,0.929292929292929,0.125,0.222222222222222,0.963998407308295,0.964646464646465,0.340824905430363,1,1
"10:990",87,1,"borderline_smote","knn",0.00598311424255371,2,185,13,0,1,0.934343434343434,0.133333333333333,0.235294117647059,0.966614418650702,0.967171717171717,0.352957681003155,1,1
"10:990",87,1,"smote_tomek","knn",0.00816893577575684,2,182,16,0,1,0.919191919191919,0.111111111111111,0.2,0.958744970882205,0.95959595959596,0.319581656960735,0.666666666666667,0.997474747474747
"10:990",87,1,"smote_enn","knn",0.0138118267059326,2,173,25,0,1,0.873737373737374,0.0740740740740741,0.137931034482759,0.934739200920435,0.936868686868687,0.25440378720355,0.0833333333333333,0.944444444444444
"10:990",87,1,"da_smote","knn",0.00568509101867676,2,180,18,0,1,0.909090909090909,0.1,0.181818181818182,0.953462589245592,0.954545454545455,0.301511344577764,1,1
"10:990",87,1,"penn","knn",0.00370311737060547,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.4,0.992424242424242
"10:990",87,1,"ld_smote","knn",0.00737190246582031,1,183,15,1,0.5,0.924242424242424,0.0625,0.111111111111111,0.67979497800529,0.712121212121212,0.155593978566035,0.530664219445029,0.941919191919192
"10:990",87,1,"da_smote_penn","knn",0.0129809379577637,2,179,19,0,1,0.904040404040404,0.0952380952380952,0.173913043478261,0.950810393317408,0.952020202020202,0.2934264577353,0.2,0.97979797979798
"10:990",87,2,"baseline","knn",1.69277191162109e-05,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.4,0.992424242424242
"10:990",87,2,"smote","knn",0.00576686859130859,2,180,18,0,1,0.909090909090909,0.1,0.181818181818182,0.953462589245592,0.954545454545455,0.301511344577764,1,1
"10:990",87,2,"adasyn","knn",0.00648283958435059,2,181,17,0,1,0.914141414141414,0.105263157894737,0.19047619047619,0.956107428138394,0.957070707070707,0.310202211492577,1,1
"10:990",87,2,"borderline_smote","knn",0.0201079845428467,2,187,11,0,1,0.944444444444444,0.153846153846154,0.266666666666667,0.97182531580755,0.972222222222222,0.381181249931244,1,1
"10:990",87,2,"smote_tomek","knn",0.00819301605224609,2,181,17,0,1,0.914141414141414,0.105263157894737,0.19047619047619,0.956107428138394,0.957070707070707,0.310202211492577,0.285714285714286,0.987373737373737
"10:990",87,2,"smote_enn","knn",0.0138800144195557,2,173,25,0,1,0.873737373737374,0.0740740740740741,0.137931034482759,0.934739200920435,0.936868686868687,0.25440378720355,0.0909090909090909,0.94949494949495
"10:990",87,2,"da_smote","knn",0.00570511817932129,2,181,17,0,1,0.914141414141414,0.105263157894737,0.19047619047619,0.956107428138394,0.957070707070707,0.310202211492577,1,1
"10:990",87,2,"penn","knn",0.00372505187988281,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.4,0.992424242424242
"10:990",87,2,"ld_smote","knn",0.00747203826904297,2,181,17,0,1,0.914141414141414,0.105263157894737,0.19047619047619,0.956107428138394,0.957070707070707,0.310202211492577,0.605023862107762,0.978535353535354
"10:990",87,2,"da_smote_penn","knn",0.0129189491271973,2,183,15,0,1,0.924242424242424,0.117647058823529,0.210526315789474,0.9613752775282,0.962121212121212,0.329748999774146,0.153846153846154,0.972222222222222
"10:990",87,3,"baseline","knn",1.59740447998047e-05,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.4,0.992424242424242
"10:990",87,3,"smote","knn",0.00586104393005371,2,184,14,0,1,0.929292929292929,0.125,0.222222222222222,0.963998407308295,0.964646464646465,0.340824905430363,1,1
"10:990",87,3,"adasyn","knn",0.00613498687744141,2,183,15,0,1,0.924242424242424,0.117647058823529,0.210526315789474,0.9613752775282,0.962121212121212,0.329748999774146,1,1
"10:990",87,3,"borderline_smote","knn",0.00613307952880859,2,186,12,0,1,0.93939393939394,0.142857142857143,0.25,0.96922336919512,0.96969696969697,0.366331999966061,1,1
"10:990",87,3,"smote_tomek","knn",0.0143609046936035,2,181,17,0,1,0.914141414141414,0.105263157894737,0.19047619047619,0.956107428138394,0.957070707070707,0.310202211492577,1,1
"10:990",87,3,"smote_enn","knn",0.0140831470489502,2,172,26,0,1,0.868686868686869,0.0714285714285714,0.133333333333333,0.932033727226042,0.934343434343434,0.249096491442698,0.0769230769230769,0.93939393939394
"10:990",87,3,"da_smote","knn",0.00572490692138672,2,181,17,0,1,0.914141414141414,0.105263157894737,0.19047619047619,0.956107428138394,0.957070707070707,0.310202211492577,1,1
"10:990",87,3,"penn","knn",0.00372195243835449,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.4,0.992424242424242
"10:990",87,3,"ld_smote","knn",0.00734710693359375,2,183,15,0,1,0.924242424242424,0.117647058823529,0.210526315789474,0.9613752775282,0.962121212121212,0.329748999774146,0.614254297189147,0.981060606060606
"10:990",87,3,"da_smote_penn","knn",0.0128781795501709,2,180,18,0,1,0.909090909090909,0.1,0.181818181818182,0.953462589245592,0.954545454545455,0.301511344577764,0.181818181818182,0.977272727272727
"10:990",87,4,"baseline","knn",1.59740447998047e-05,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.4,0.992424242424242
"10:990",87,4,"smote","knn",0.00607800483703613,2,182,16,0,1,0.919191919191919,0.111111111111111,0.2,0.958744970882205,0.95959595959596,0.319581656960735,1,1
"10:990",87,4,"adasyn","knn",0.0064389705657959,2,182,16,0,1,0.919191919191919,0.111111111111111,0.2,0.958744970882205,0.95959595959596,0.319581656960735,1,1
"10:990",87,4,"borderline_smote","knn",0.00622415542602539,2,190,8,0,1,0.95959595959596,0.2,0.333333333333333,0.979589689408764,0.97979797979798,0.438085827115181,1,1
"10:990",87,4,"smote_tomek","knn",0.012706995010376,2,181,17,0,1,0.914141414141414,0.105263157894737,0.19047619047619,0.956107428138394,0.957070707070707,0.310202211492577,0.5,0.994949494949495
"10:990",87,4,"smote_enn","knn",0.0141761302947998,2,173,25,0,1,0.873737373737374,0.0740740740740741,0.137931034482759,0.934739200920435,0.936868686868687,0.25440378720355,0.0909090909090909,0.94949494949495
"10:990",87,4,"da_smote","knn",0.00578999519348145,2,182,16,0,1,0.919191919191919,0.111111111111111,0.2,0.958744970882205,0.95959595959596,0.319581656960735,1,1
"10:990",87,4,"penn","knn",0.00372099876403809,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.4,0.992424242424242
"10:990",87,4,"ld_smote","knn",0.00747394561767578,2,184,14,0,1,0.929292929292929,0.125,0.222222222222222,0.963998407308295,0.964646464646465,0.340824905430363,0.619591649136349,0.982323232323232
"10:990",87,4,"da_smote_penn","knn",0.012833833694458,2,182,16,0,1,0.919191919191919,0.111111111111111,0.2,0.958744970882205,0.95959595959596,0.319581656960735,0.142857142857143,0.96969696969697
"10:990",87,5,"baseline","knn",1.71661376953125e-05,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.4,0.992424242424242
"10:990",87,5,"smote","knn",0.00581812858581543,2,181,17,0,1,0.914141414141414,0.105263157894737,0.19047619047619,0.956107428138394,0.957070707070707,0.310202211492577,1,1
"10:990",87,5,"adasyn","knn",0.00623297691345215,2,182,16,0,1,0.919191919191919,0.111111111111111,0.2,0.958744970882205,0.95959595959596,0.319581656960735,1,1
"10:990",87,5,"borderline_smote","knn",0.00607609748840332,2,187,11,0,1,0.944444444444444,0.153846153846154,0.266666666666667,0.97182531580755,0.972222222222222,0.381181249931244,1,1
"10:990",87,5,"smote_tomek","knn",0.0078589916229248,2,177,21,0,1,0.893939393939394,0.0869565217391304,0.16,0.945483682534709,0.946969696969697,0.278807927330906,0.666666666666667,0.997474747474747
"10:990",87,5,"smote_enn","knn",0.020488977432251,2,172,26,0,1,0.868686868686869,0.0714285714285714,0.133333333333333,0.932033727226042,0.934343434343434,0.249096491442698,0.0833333333333333,0.944444444444444
"10:990",87,5,"da_smote","knn",0.00572609901428223,2,180,18,0,1,0.909090909090909,0.1,0.181818181818182,0.953462589245592,0.954545454545455,0.301511344577764,1,1
"10:990",87,5,"penn","knn",0.0037391185760498,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.4,0.992424242424242
"10:990",87,5,"ld_smote","knn",0.0074310302734375,2,184,14,0,1,0.929292929292929,0.125,0.222222222222222,0.963998407308295,0.964646464646465,0.340824905430363,0.619591649136349,0.982323232323232
"10:990",87,5,"da_smote_penn","knn",0.0129001140594482,2,180,18,0,1,0.909090909090909,0.1,0.181818181818182,0.953462589245592,0.954545454545455,0.301511344577764,0.142857142857143,0.96969696969697
"10:990",88,1,"baseline","knn",1.81198120117188e-05,0,195,1,4,0,0.994897959183674,0,NA,0,0.497448979591837,-0.0101268743572619,0.450454427882743,0.989795918367347
"10:990",88,1,"smote","knn",0.00579404830932617,4,175,21,0,1,0.892857142857143,0.16,0.275862068965517,0.944911182523068,0.946428571428571,0.377964473009227,1,1
"10:990",88,1,"adasyn","knn",0.00671815872192383,4,177,19,0,1,0.903061224489796,0.173913043478261,0.296296296296296,0.950295335403576,0.951530612244898,0.396300550085696,1,1
"10:990",88,1,"borderline_smote","knn",0.00673699378967285,4,186,10,0,1,0.948979591836735,0.285714285714286,0.444444444444444,0.97415583549899,0.974489795918367,0.520708196823391,1,1
"10:990",88,1,"smote_tomek","knn",0.00814700126647949,4,167,29,0,1,0.852040816326531,0.121212121212121,0.216216216216216,0.923060570237149,0.926020408163265,0.321368440744025,0.666666666666667,0.994897959183674
"10:990",88,1,"smote_enn","knn",0.0198941230773926,4,162,34,0,1,0.826530612244898,0.105263157894737,0.19047619047619,0.90913729009699,0.913265306122449,0.294963086405008,0.114285714285714,0.920918367346939
"10:990",88,1,"da_smote","knn",0.00566601753234863,4,173,23,0,1,0.88265306122449,0.148148148148148,0.258064516129032,0.939496174140422,0.941326530612245,0.361612246028397,1,1
"10:990",88,1,"penn","knn",0.0037391185760498,0,195,1,4,0,0.994897959183674,0,NA,0,0.497448979591837,-0.0101268743572619,0.450454427882743,0.989795918367347
"10:990",88,1,"ld_smote","knn",0.00730299949645996,4,173,23,0,1,0.88265306122449,0.148148148148148,0.258064516129032,0.939496174140422,0.941326530612245,0.361612246028397,1,1
"10:990",88,1,"da_smote_penn","knn",0.0128791332244873,4,178,18,0,1,0.908163265306122,0.181818181818182,0.307692307692308,0.952976004580452,0.954081632653061,0.40635033369252,0.285714285714286,0.974489795918367
"10:990",88,2,"baseline","knn",1.62124633789062e-05,0,195,1,4,0,0.994897959183674,0,NA,0,0.497448979591837,-0.0101268743572619,0.450454427882743,0.989795918367347
"10:990",88,2,"smote","knn",0.00578117370605469,4,175,21,0,1,0.892857142857143,0.16,0.275862068965517,0.944911182523068,0.946428571428571,0.377964473009227,1,1
"10:990",88,2,"adasyn","knn",0.0061180591583252,4,181,15,0,1,0.923469387755102,0.210526315789474,0.347826086956522,0.960973146219551,0.961734693877551,0.440924719139722,1,1
"10:990",88,2,"borderline_smote","knn",0.00612616539001465,4,185,11,0,1,0.943877551020408,0.266666666666667,0.421052631578947,0.971533607766817,0.971938775510204,0.501697797754892,1,1
"10:990",88,2,"smote_tomek","knn",0.0079190731048584,4,170,26,0,1,0.86734693877551,0.133333333333333,0.235294117647059,0.931314629314664,0.933673469387755,0.340068020406802,0.5,0.989795918367347
"10:990",88,2,"smote_enn","knn",0.0143430233001709,4,161,35,0,1,0.821428571428571,0.102564102564103,0.186046511627907,0.906326967174966,0.910714285714286,0.290256927994982,0.137931034482759,0.936224489795918
"10:990",88,2,"da_smote","knn",0.00568389892578125,4,172,24,0,1,0.877551020408163,0.142857142857143,0.25,0.936776932043143,0.938775510204082,0.354068399446887,1,1
"10:990",88,2,"penn","knn",0.00371789932250977,0,195,1,4,0,0.994897959183674,0,NA,0,0.497448979591837,-0.0101268743572619,0.450454427882743,0.989795918367347
